MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Output (Max),Fault Protection,Features,Grade,Input Type,Interface,Number of Outputs,Operating Temperature,Output Configuration,Output Type,Qualification,Ratio - Input:Output,Rds On (Typ),Series,Switch Type,Voltage - Load,Voltage - Supply (Vcc/Vdd)
AOZ15333DI-02,Alpha & Omega Semiconductor Inc.,5V/3.5A SOURCE SWITCH LATCH-OFF,pmic-battery-management,4643,1.71,12-VFDFN Exposed Pad,Surface Mount,Active,https://aosmd.com/sites/default/files/res/datasheets/AOZ15333DI-01.pdf,https://www.digikey.com/en/products/detail/alpha-omega-semiconductor-inc/AOZ15333DI-02/19116264,3.5A,"Current Limiting (Fixed), Over Temperature, Over Voltage, Reverse Current, Short Circuit, UVLO","Load Discharge, Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:1,45mOhm,,USB Switch,,Not Required
AP2101MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,9759,0.59,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2101_2111.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2101MPG-13/2192618,2A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-35°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2101SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SOP,pmic-battery-management,1317,0.59,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2101_2111.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2101SG-13/2192619,2A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-35°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2111MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,3751,0.37,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2101_2111.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2111MPG-13/2192620,2A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-35°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP21410FM-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 6UDFN,pmic-battery-management,35614,0.34,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP21410_21510.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP21410FM-7/5296755,200mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",,,,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2141DFMG-7,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 6DFN,pmic-battery-management,10485,0.57,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2141DFMG-7/4249629,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2141DMPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,1193,0.59,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2141DMPG-13/7724860,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2141DWG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,3375,0.33,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2141DWG-7/4249631,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2141SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SOP,pmic-battery-management,31770,0.62,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141-51.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2141SG-13/1964648,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2141WG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,12368,0.44,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141-51.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2141WG-7/1964649,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2142ASG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,11787,0.81,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142A_52A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2142ASG-13/2347669,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2142MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,1683,1.37,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142_52.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2142MPG-13/8031183,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,115mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2142SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,1791,1.2,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142_52.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2142SG-13/1964651,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,120mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2145SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SOP,pmic-battery-management,2500,1.01,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2145.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2145SG-13/7724862,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2146MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,5230,0.97,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2146_56.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2146MPG-13/2057314,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP21510FM-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 6UDFN,pmic-battery-management,88751,0.34,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP21410_21510.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP21510FM-7/5296754,200mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",,,,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151AFM-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 6UDFN,pmic-battery-management,1311,0.53,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2151A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151AFM-7/5427291,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151AMP-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,1994,0.44,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2151A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151AMP-13/5427283,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151AW-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,7279,0.4,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2151A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151AW-7/5253992,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151DFMG-7,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 6DFN,pmic-battery-management,7219,0.57,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151DFMG-7/7724863,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151DMPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,2397,0.59,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151DMPG-13/4249633,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151DSG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SO,pmic-battery-management,1806,0.59,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141D_51D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151DSG-13/4249634,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151FMG-7,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 6DFN,pmic-battery-management,6088,0.47,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141-51.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151FMG-7/2270797,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SO,pmic-battery-management,12347,0.68,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141-51.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151SG-13/1964653,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2151WG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,122668,0.53,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2141-51.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2151WG-7/1964654,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2152AFGEG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8UDFN,pmic-battery-management,51018,0.86,8-UDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142A_52A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2152AFGEG-7/2347670,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,85mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2152ASG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,25668,0.81,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142A_52A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2152ASG-13/2347672,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2152MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,3674,1.37,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142_52.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2152MPG-13/1964655,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,115mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2152SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,14241,0.51,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2142_52.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2152SG-13/1964656,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,120mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2156MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,67740,0.79,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2146_56.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2156MPG-13/2057315,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2156SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,24357,0.68,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2146_56.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2156SG-13/2057310,500mA,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,100mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2161FMG-7,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 6DFN,pmic-battery-management,15213,0.53,6-UFDFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161_71.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2161FMG-7/2044530,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2161WG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,36021,0.37,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161_71.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2161WG-7/1964659,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2162AMPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,2725,0.82,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2162A_72A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2162AMPG-13/7724866,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,85mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2162ASG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SO,pmic-battery-management,3900,0.88,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2162A_72A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2162ASG-13/4249640,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO","Load Discharge, Status Flag",,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2162SG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:2 8SOP,pmic-battery-management,2032,1.28,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2162_72.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2162SG-13/8031186,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,,,USB Switch,2.7V ~ 5.5V,Not Required
AP2166MPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:2 8MSOP,pmic-battery-management,1729,1.28,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2166_76.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2166MPG-13/7724867,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,2,-40°C ~ 85°C (TA),High Side,P-Channel,,1:2,90mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171AS-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SO,pmic-battery-management,2454,0.48,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161A_71A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171AS-13/5427290,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171AW-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,111150,0.44,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161A_71A.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171AW-7/5427285,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171DM8G-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,1232,0.39,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161D_71D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171DM8G-13/7724868,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171DMPG-13,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 8MSOP,pmic-battery-management,2087,0.62,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161D_71D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171DMPG-13/7724869,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171DSG-13,Diodes Incorporated,IC PWR SWITCH P-CHANNEL 1:1 8SO,pmic-battery-management,2465,0.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161D_71D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171DSG-13/4249643,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
AP2171DWG-7,Diodes Incorporated,IC PWR SWITCH P-CHAN 1:1 SOT25,pmic-battery-management,2254,0.36,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2161D_71D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2171DWG-7/4249644,1A,"Current Limiting (Fixed), Over Temperature, Reverse Current, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 85°C (TA),High Side,P-Channel,,1:1,95mOhm,,USB Switch,2.7V ~ 5.5V,Not Required
