MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
ADP151ACPZ-3.0-R7,Analog Devices Inc.,IC REG LIN 3V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,11007,1.36,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151ACPZ-3-0-R7/2700158,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3V,0.23V @ 200mA
ADP151ACPZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,9443,1.36,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151ACPZ-3-3-R7/4901205,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.23V @ 200mA
ADP151AUJZ-1.8-R7,Analog Devices Inc.,IC REG LIN 1.8V 200MA TSOT-23-5,pmic-voltage-regulators-linear,12687,1.49,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151AUJZ-1-8-R7/2334174,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,
ADP151AUJZ-2.5-R7,Analog Devices Inc.,IC REG LIN 2.5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,2792,1.49,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151AUJZ-2-5-R7/2334175,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,2.5V,0.23V @ 200mA
ADP151AUJZ-3.0-R7,Analog Devices Inc.,IC REG LINEAR 3V 200MA TSOT-23-5,pmic-voltage-regulators-linear,2683,1.49,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151AUJZ-3-0-R7/2334177,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3V,0.23V @ 200mA
ADP151AUJZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA TSOT-23-5,pmic-voltage-regulators-linear,0,1.49,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP151.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP151AUJZ-3-3-R7/2334178,Enable,200mA,20 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,70dB ~ 55dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.23V @ 200mA
ADP161AUJZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ TSOT-23-5,pmic-voltage-regulators-linear,8171,1.49,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP160_161_162_163.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP161AUJZ-R7/2514833,Enable,150mA,1.25 µA,65 µA,,1,-40°C ~ 125°C,Positive,Adjustable,72dB ~ 50dB (100Hz ~ 1kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,4.2V,1V,
ADP1706ACPZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 1A 8-LFCSP,pmic-voltage-regulators-linear,2030,3.94,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1706_1707_1708.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1706ACPZ-3-3-R7/1662724,"Enable, Soft Start",1A,390 µA,1.55 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB (1kHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.63V @ 1A
ADP1706ARDZ-1.2-R7,Analog Devices Inc.,IC REG LINEAR 1.2V 1A 8-SOIC-EP,pmic-voltage-regulators-linear,2664,3.94,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1706_1707_1708.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1706ARDZ-1-2-R7/1769830,"Enable, Soft Start",1A,390 µA,1.55 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature",,,5.5V,,1.2V,0.6V @ 1A
ADP1706ARDZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 1A 8-SOIC-EP,pmic-voltage-regulators-linear,2641,3.94,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1706_1707_1708.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1706ARDZ-3-3-R7/1766873,"Enable, Soft Start",1A,390 µA,1.55 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB (1kHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.63V @ 1A
ADP1708ACPZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 1A 8-LFCSP,pmic-voltage-regulators-linear,5551,3.94,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1706_1707_1708.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1708ACPZ-R7/1662741,Enable,1A,390 µA,1.55 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,70dB ~ 56dB (1kHz),"Over Current, Over Temperature",,,5.5V,5V,0.8V,0.6V @ 1A
ADP1708ARDZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 1A 8-SOIC-EP,pmic-voltage-regulators-linear,2766,3.94,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1706_1707_1708.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1708ARDZ-R7/1766874,Enable,1A,390 µA,1.55 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,70dB ~ 56dB (1kHz),"Over Current, Over Temperature",,,5.5V,5V,0.8V,0.6V @ 1A
ADP1712AUJZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 300MA TSOT23,pmic-voltage-regulators-linear,7568,1.87,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1712_1713_1714.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1712AUJZ-R7/1766875,"Enable, Soft Start",300mA,70 µA,420 µA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,65dB (1kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,5V,0.8V,0.27V @ 300mA
ADP1715ARMZ-1.8-R7,Analog Devices Inc.,IC REG LINEAR 1.8V 500MA 8-MSOP,pmic-voltage-regulators-linear,4442,3.09,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1715_1716.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1715ARMZ-1-8-R7/1240284,"Enable, Soft Start",500mA,100 µA,650 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature",,,5.5V,,1.8V,0.4V @ 500mA
ADP1715ARMZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 500MA 8-MSOP,pmic-voltage-regulators-linear,22692,3.09,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1715_1716.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1715ARMZ-3-3-R7/1240287,"Enable, Soft Start",500mA,100 µA,650 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,53dB (1kHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.5V @ 500mA
ADP1715ARMZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 500MA 8-MSOP,pmic-voltage-regulators-linear,5636,3.09,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1715_1716.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1715ARMZ-R7/1242392,"Enable, Soft Start",500mA,100 µA,650 µA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,67dB ~ 53dB (1kHz),"Over Current, Over Temperature",,,5.5V,5V,0.8V,0.4V @ 500mA
ADP171AUJZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 300MA TSOT23,pmic-voltage-regulators-linear,3070,1.64,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP170_171.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP171AUJZ-R7/2000964,Enable,300mA,60 µA,260 µA,,1,-40°C ~ 125°C,Positive,Adjustable,73dB ~ 47dB (1kHz ~ 100kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,3.6V,3V,0.8V,0.135V @ 300mA
ADP1720ARMZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 50MA 8-MSOP,pmic-voltage-regulators-linear,1913,2.37,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1720.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1720ARMZ-3-3-R7/1630664,Enable,50mA,80 µA,2.115 mA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature",,,28V,,3.3V,
ADP172ACBZ-1.8-R7,Analog Devices Inc.,IC REG LINEAR 1.8V 300MA 4-WLCSP,pmic-voltage-regulators-linear,21266,1.44,"4-UFBGA, WLCSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP172.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP172ACBZ-1-8-R7/2334183,Enable,300mA,60 µA,260 nA,,1,-40°C ~ 125°C,Positive,Fixed,73dB ~ 47dB (1kHz ~ 100kHz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,3.6V,,1.8V,0.1V @ 300mA
ADP1740ACPZ-1.2-R7,Analog Devices Inc.,IC REG LINEAR 1.2V 2A 16-LFCSP,pmic-voltage-regulators-linear,1832,4.66,"16-WQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1740_1741.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1740ACPZ-1-2-R7/1981996,"Enable, Power Good, Soft Start",2A,800 µA,1.8 mA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Reverse Polarity",,,3.6V,,1.2V,
ADP1740ACPZ-1.8-R7,Analog Devices Inc.,IC REG LINEAR 1.8V 2A 16-LFCSP,pmic-voltage-regulators-linear,2398,4.66,"16-WQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1740_1741.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1740ACPZ-1-8-R7/1981998,"Enable, Power Good, Soft Start",2A,800 µA,1.8 mA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Reverse Polarity",,,3.6V,,1.8V,0.28V @ 2A
ADP1741ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 2A 16-LFCSP,pmic-voltage-regulators-linear,6796,4.66,"16-WQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1740_1741.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1741ACPZ-R7/1979410,"Enable, Power Good, Soft Start",2A,800 µA,1.8 mA,,1,-40°C ~ 125°C,Positive,Adjustable,65dB ~ 51dB (1kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity",,,3.6V,3.3V,0.75V,0.28V @ 2A
ADP1753ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 800MA 16LFCSP,pmic-voltage-regulators-linear,674,3.61,"16-WQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1752_1753.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1753ACPZ-R7/1982008,"Enable, Power Good, Soft Start",800mA,800 µA,1.2 mA,,1,-40°C ~ 125°C,Positive,Adjustable,65dB ~ 51dB (1kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity",,,3.6V,3.3V,0.75V,0.14V @ 800mA
ADP1755ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 1.2A 16-LFCSP,pmic-voltage-regulators-linear,26249,3.78,"16-WQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1754_1755.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1755ACPZ-R7/1982017,"Enable, Power Good, Soft Start",1.2A,800 µA,1.4 mA,,1,-40°C ~ 125°C,Positive,Adjustable,65dB ~ 51dB (1kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,3.6V,3.3V,0.75V,0.2V @ 1.2A
ADP1761ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 1A 16-LFCSP,pmic-voltage-regulators-linear,3387,9.83,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1761.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1761ACPZ-R7/5993870,"Enable, Power Good, Soft Start",1A,8 mA,11 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,67dB ~ 35dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,1.5V,0.5V,0.053V @ 1A
ADP1762ACPZ-1.0-R7,Analog Devices Inc.,IC REG LINEAR 1V 2A 16-LFCSP,pmic-voltage-regulators-linear,8862,10.98,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1762.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1762ACPZ-1-0-R7/5993873,"Enable, Power Good, Soft Start",2A,8 mA,14 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,63dB ~ 34dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,,1V,0.095V @ 2A
ADP1762ACPZ-1.3-R7,Analog Devices Inc.,IC REG LINEAR 1.3V 2A 16-LFCSP,pmic-voltage-regulators-linear,4046,10.98,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1762.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1762ACPZ-1-3-R7/5993877,"Enable, Power Good, Soft Start",2A,8 mA,14 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,63dB ~ 34dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,,1.3V,0.095V @ 2A
ADP1762ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 2A 16-LFCSP,pmic-voltage-regulators-linear,2700,10.98,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1762.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1762ACPZ-R7/5993879,"Enable, Power Good, Soft Start",2A,8 mA,14 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,63dB ~ 34dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,1.5V,0.5V,0.095V @ 2A
ADP1763ACPZ-1.0-R7,Analog Devices Inc.,IC REG LINEAR 1V 3A 16-LFCSP,pmic-voltage-regulators-linear,1383,12.38,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1763.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1763ACPZ-1-0-R7/5993882,"Enable, Power Good, Soft Start",3A,8 mA,16 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,62dB ~ 33dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,,1V,0.145V @ 3A
ADP1763ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 3A 16-LFCSP,pmic-voltage-regulators-linear,924,12.38,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1763.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1763ACPZ-R7/5993888,"Enable, Power Good, Soft Start",3A,8 mA,16 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,62dB ~ 33dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,1.5V,0.5V,0.145V @ 3A
ADP1764ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 4A 16-LFCSP,pmic-voltage-regulators-linear,1016,17.32,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1764.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1764ACPZ-R7/6624210,"Enable, Power Good, Soft Start",4A,17 mA,23 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,69dB ~ 35dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,1.5V,0.5V,0.075V @ 4A
ADP1765ACPZ-1.0-R7,Analog Devices Inc.,IC REG LINEAR 1V 5A 16-LFCSP,pmic-voltage-regulators-linear,2842,21.77,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1765.pdf?5827,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1765ACPZ-1-0-R7/5993899,"Enable, Power Good, Soft Start",5A,17 mA,25 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,61dB ~ 33dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,,1V,
ADP1765ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 5A 16-LFCSP,pmic-voltage-regulators-linear,970,21.77,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP1765.pdf?5827,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP1765ACPZ-R7/5993905,"Enable, Power Good, Soft Start",5A,17 mA,25 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,61dB ~ 33dB (10kHz ~ 1MHz),"Current Limit, Thermal Overload",,,1.98V,1.5V,0.5V,
ADP223ACPZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 8-LFCSP-UD,pmic-voltage-regulators-linear,4625,2.02,"8-UFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP222_223_224_225.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP223ACPZ-R7/2677476,Enable,"300mA, 300mA",150 µA,450 µA,,2,-40°C ~ 125°C,Positive,Adjustable,76dB ~ 40dB (100Hz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,5V,0.5V,"0.26V @ 300mA, 0.26V @ 300mA"
ADP323ACPZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 16LFCSP,pmic-voltage-regulators-linear,1439,2.22,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP322_323.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP323ACPZ-R7/2507288,Enable,"200mA, 200mA, 200mA",160 µA,380 µA,,3,-40°C ~ 125°C,Positive,Adjustable,70dB ~ 40dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,5V,0.5V,"0.17V @ 200mA, 0.17V @ 200mA"
ADP3300ARTZ-3.3RL7,Analog Devices Inc.,IC REG LINEAR 3.3V 50MA SOT23-6,pmic-voltage-regulators-linear,12846,3.07,SOT-23-6,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3300.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3300ARTZ-3-3RL7/699429,"Error Flag, Shutdown",50mA,300 µA,1.7 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,3.3V,0.17V @ 50mA
ADP3303ARZ-5,Analog Devices Inc.,IC REG LINEAR 5V 200MA 8-SOIC,pmic-voltage-regulators-linear,192,5.38,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3303.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3303ARZ-5/997974,"Error Flag, Shutdown",200mA,400 µA,4 mA,,1,-20°C ~ 85°C,Positive,Fixed,,Over Temperature,,anyCAP®,12V,,5V,0.4V @ 200mA
ADP3309ARTZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 100MA SOT23-5,pmic-voltage-regulators-linear,3328,3.61,"SC-74A, SOT-753",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3309.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3309ARTZ-3-3-R7/1217601,"Error Flag, Shutdown",100mA,300 µA,2 mA,,1,-20°C ~ 80°C (TA),Positive,Fixed,,Over Temperature,,anyCAP®,12V,,3.3V,0.25V @ 100mA
ADP3330ARTZ-2.5-R7,Analog Devices Inc.,IC REG LINEAR 2.5V 200MA SOT23-6,pmic-voltage-regulators-linear,11748,4.15,SOT-23-6,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3330.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3330ARTZ-2-5-R7/1012854,"Error Flag, Shutdown",200mA,50 µA,4 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,2.5V,0.23V @ 200mA
ADP3330ARTZ-5-RL7,Analog Devices Inc.,IC REG LINEAR 5V 200MA SOT23-6,pmic-voltage-regulators-linear,5074,4.15,SOT-23-6,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3330.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3330ARTZ-5-RL7/996012,"Error Flag, Shutdown",200mA,50 µA,4 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,5V,0.23V @ 200mA
ADP3330ARTZ3.3-RL7,Analog Devices Inc.,IC REG LINEAR 3.3V 200MA SOT23-6,pmic-voltage-regulators-linear,2974,4.15,SOT-23-6,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3330.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3330ARTZ3-3-RL7/1007321,"Error Flag, Shutdown",200mA,50 µA,4 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,3.3V,0.23V @ 200mA
ADP3331ARTZ-REEL7,Analog Devices Inc.,IC REG LIN POS ADJ 200MA SOT23-6,pmic-voltage-regulators-linear,10070,4.15,SOT-23-6,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3331.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3331ARTZ-REEL7/820220,"Error Flag, Shutdown",200mA,50 µA,4 mA,,1,-40°C ~ 85°C (TA),Positive,Adjustable,,"Over Current, Over Temperature",,anyCAP®,12V,11.75V,1.5V,0.23V @ 200mA
ADP3334ACPZ-REEL7,Analog Devices Inc.,IC REG LIN POS ADJ 500MA 8-LFCSP,pmic-voltage-regulators-linear,3071,3.5,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3334ACPZ-REEL7/995965,"Feedback, Shutdown",500mA,130 µA,10 mA,,1,-40°C ~ 85°C (TA),Positive,Adjustable,,"Over Current, Over Temperature",,anyCAP®,11V,10V,1.5V,0.4V @ 500mA
ADP3335ACPZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 500MA 8-LFCSP,pmic-voltage-regulators-linear,6757,3.5,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3335.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3335ACPZ-3-3-R7/1523031,Shutdown,500mA,110 µA,10 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,3.3V,0.37V @ 500mA
ADP3335ARMZ-3.3-RL,Analog Devices Inc.,IC REG LINEAR 3.3V 500MA 8-MSOP,pmic-voltage-regulators-linear,5111,3.54,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3335.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3335ARMZ-3-3-RL/936465,Shutdown,500mA,110 µA,10 mA,,1,-40°C ~ 85°C (TA),Positive,Fixed,,"Over Current, Over Temperature",,anyCAP®,12V,,3.3V,0.37V @ 500mA
ADP3336ARMZ-REEL7,Analog Devices Inc.,IC REG LIN POS ADJ 500MA 8-MSOP,pmic-voltage-regulators-linear,5279,3.54,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP3336.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP3336ARMZ-REEL7/936468,Shutdown,500mA,110 µA,10 mA,,1,-40°C ~ 85°C (TA),Positive,Adjustable,,"Over Current, Over Temperature",,anyCAP®,12V,10V,1.5V,0.4V @ 500mA
