MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,"Coded, Keyed",Color,Contents,Features,For Use With/Related Products,Gender,Includes,Number of Positions,Series,Size,Stacking Direction,Style,Terminal Size,Terminal Type,Termination Style,Thread Size,Type
172134-9,TE Connectivity AMP Connectors,CONN RCPT HOUSING 0.25 4POS RED,optoisolators-transistor-photovoltaic-output,0,0.55648,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172134-9/2307812,,Red,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,4,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172135-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 8POS NAT,optoisolators-transistor-photovoltaic-output,191,1.57,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172135-1/1152983,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,8,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172135-2,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 8POS BLK,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172135-2/2307814,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,8,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172136-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 8POS NATURAL,optoisolators-transistor-photovoltaic-output,1211,1.66,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172136-1/1149406,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,8,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172136-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 8POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172136-2/2307818,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,8,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172137-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 10POS NAT,optoisolators-transistor-photovoltaic-output,428,2.08,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172137-1/2307820,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,10,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172138-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 10POS NATURAL,optoisolators-transistor-photovoltaic-output,593,1.85,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172138-1/2307822,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,10,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172138-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 10POS BLACK,optoisolators-transistor-photovoltaic-output,0,1.16016,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172138-2/1149407,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,10,250,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172210-1,TE Connectivity,2 Position Housing Connector Fem,optoisolators-transistor-photovoltaic-output,11500,0.099,Bag,Free Hanging (In-Line),Active,https://www.waldomemea.com/productfiles/mf-amp/amp-1722101-10262094.pdf,https://www.digikey.com/en/products/detail/te-connectivity/172210-1/29299849,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
172210-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 2POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.12926,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172210-2/2307824,,Black,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
172210-4,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 2POS YELLOW,optoisolators-transistor-photovoltaic-output,0,0.09477,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172210-4/2307826,,Yellow,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
172210-6,TE Connectivity AMP Connectors,CONN RCPT HSG 0.187 2POS BLUE,optoisolators-transistor-photovoltaic-output,0,0.10458,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172210-6/2307828,,Blue,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
172210-7,TE Connectivity AMP Connectors,CONN RCPT HOUSING 0.187 2POS RED,optoisolators-transistor-photovoltaic-output,0,0.11552,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172210-7/2307830,,Red,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
172217-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 2POS NAT,optoisolators-transistor-photovoltaic-output,0,0.93179,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172217-1/2307836,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,2,250,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172218-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.54632,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172218-1/2307838,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,250,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172218-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172218-2/2307840,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,250,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172219-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 3POS NAT,optoisolators-transistor-photovoltaic-output,0,0.46438,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172219-1/2307842,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,3,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172220-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 3POS NATURAL,optoisolators-transistor-photovoltaic-output,2707,1.13,,Free Hanging (In-Line),Not For New Designs,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172220-1/2307844,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,3,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172221-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 4POS NAT,optoisolators-transistor-photovoltaic-output,0,0.73933,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172221-1/2307846,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,4,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172222-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 4POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.39778,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172222-1/2307848,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,4,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172236-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.312 3POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.63965,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172236-2/2307852,,Black,,,"0.312"" (7.92mm) Quick Connects","Female, Receptacle",,3,Mark II,,Multiple,Housing,"0.312"" (7.92mm)","Quick Connect, Disconnect",,,
172320-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,3597,0.26,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172320-1/2307854,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172320-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,3782,0.3,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172320-2/2307856,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172320-3,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BROWN,optoisolators-transistor-photovoltaic-output,0,0.08277,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172320-3/2307858,,Brown,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172320-4,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS GREEN,optoisolators-transistor-photovoltaic-output,0,0.05417,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172320-4/2307860,,Green,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172383-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 2POS NAT,optoisolators-transistor-photovoltaic-output,2906,0.81,,Panel Mount,Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172383-1/2055391,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,2,250,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172383-2,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 2POS BLK,optoisolators-transistor-photovoltaic-output,0,0.52137,,Panel Mount,Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172383-2/2307862,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,2,250,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172383-5,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 2POS BLUE,optoisolators-transistor-photovoltaic-output,0,0.36148,,Panel Mount,Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172383-5/2307864,,Blue,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,2,250,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172384-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 3POS NAT,optoisolators-transistor-photovoltaic-output,0,0.81608,,Panel Mount,Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172384-1/2307868,,Natural,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,3,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172384-2,TE Connectivity AMP Connectors,CONN MALE TAB HSG 0.25 3POS BLK,optoisolators-transistor-photovoltaic-output,0,0.53319,,Panel Mount,Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172384-2/2307870,,Black,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,3,250,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172410-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 3POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.28931,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172410-1/1130759,,Natural,,,"0.187"" (4.75mm) Quick Connects","Female, Receptacle",,3,Mark II,,Multiple,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172433-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.24864,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172433-2/2307876,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Mark II,,Top to Bottom,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172434-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.15503,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172434-1/1149410,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Mark II,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172434-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,21034,0.35,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172434-2/2307878,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Mark II,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172469-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,16650,0.22,,"Free Hanging (In-Line), Right Angle",Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172469-1/2307880,,Natural,,,"0.250"" (6.35mm) Quick Connects, Flag","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172469-8,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.22976,,"Free Hanging (In-Line), Right Angle",Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172469-8/5157096,,Black,,,"0.250"" (6.35mm) Quick Connects, Flag","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172506-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 9POS NATURAL,optoisolators-transistor-photovoltaic-output,809,1.68,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172506-1/744769,,Natural,,,,"Male, Tab",,9,Mark II,,Top to Bottom and Side to Side,Housing,,"Quick Connect, Disconnect",,,
172508-1,TE Connectivity AMP Connectors,CONN MALE TAB HSG 13POS NATURAL,optoisolators-transistor-photovoltaic-output,0,1.85,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172508-1/744770,,Natural,,,,"Male, Tab",,13,Mark II,,Top to Bottom and Side to Side,Housing,,"Quick Connect, Disconnect",,,
172510-1,TE Connectivity AMP Connectors,CONN HOUSING 21POS NATURAL,optoisolators-transistor-photovoltaic-output,1868,3.25,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172510-1/2054224,,Natural,,,,,,21,Mark II,,Multiple,Housing,,"Quick Connect, Disconnect",,,
172520-2,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 2POS NAT,optoisolators-transistor-photovoltaic-output,0,0.05949,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-2/2328773,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,2,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-3,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 3POS NAT,optoisolators-transistor-photovoltaic-output,0,0.0766,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-3/1149411,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,3,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-4,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 4POS NAT,optoisolators-transistor-photovoltaic-output,32369,0.2,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-4/1149412,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,4,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-5,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 5POS NAT,optoisolators-transistor-photovoltaic-output,29909,0.34,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-5/1149413,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,5,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-6,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 6POS NAT,optoisolators-transistor-photovoltaic-output,35888,0.29,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-6/2328774,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,6,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-7,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 7POS NAT,optoisolators-transistor-photovoltaic-output,16420,0.28,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-7/2328775,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,7,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-8,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 8POS NAT,optoisolators-transistor-photovoltaic-output,0,0.15117,Box,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-8/1149414,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,8,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172520-9,TE Connectivity AMP Connectors,CONN NON-GENDERED HSG 9POS NAT,optoisolators-transistor-photovoltaic-output,0,0.12585,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172520-9/2328776,,Natural,,,Mini Amp-In™ Terminals,Non-Gendered,,9,Mini Amp-In,,Side to Side,Housing,,Wire to Board,,,
172559-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 5POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.0,,Free Hanging (In-Line),Obsolete,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172559-2/5124146,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,5,,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172615-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.312 3POS BLACK,optoisolators-transistor-photovoltaic-output,741,0.96,,"Free Hanging (In-Line), Right Angle",Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172615-2/1130799,,Black,,,"0.312"" (7.92mm) Quick Connects, Flag","Female, Receptacle",,3,Mark II,,Multiple,Housing,"0.312"" (7.92mm)","Quick Connect, Disconnect",,,
172863-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,85497,0.19,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172863-1/5439627,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172863-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 1POS BLACK,optoisolators-transistor-photovoltaic-output,24572,0.37,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172863-2/2307892,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172863-8,TE Connectivity AMP Connectors,250 P.LOCK MK-II 1P HSG RED,optoisolators-transistor-photovoltaic-output,0,0.19426,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172863-8/22596514,,Red,,,,"Female, Receptacle",,1,Mark II,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172864-1,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS WHITE,optoisolators-transistor-photovoltaic-output,0,0.29745,Bag,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172864-1/4030812,,White,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Mark II,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
172864-2,TE Connectivity AMP Connectors,CONN RCPT HSG 0.25 2POS BLACK,optoisolators-transistor-photovoltaic-output,0,0.51422,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/172864-2/2307894,,Black,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,2,Mark II,,Perpendicular,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
