MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Data Interface,Data Rate,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",Function,Grade,Logic Type,Number of ADCs / DACs,Number of Bits per Element,Number of Drivers/Receivers,Number of Elements,Operating Temperature,Output Type,Protocol,Qualification,Receiver Hysteresis,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Series,Sigma Delta,Type,Voltage - Supply,"Voltage - Supply, Analog","Voltage - Supply, Digital"
54LS96/BEA,"Rochester Electronics, LLC",SHIFT REGISTER; 5-BIT,logic-translators-level-shifters,617,102.81,-,-,Active,https://rocelec.widen.net/view/pdf/5zue211h06/RE_DSHEET_54LS96BEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS96-BEA/12608441,,,,,,,,,,,,,,,,,,,*,,,,,
5962-86717012A,Texas Instruments,SERIAL IN PARALLEL OUT,logic-translators-level-shifters,74,32.7,-,-,Active,https://rocelec.widen.net/view/pdf/8efx7ix9ay/TXII-S-A0001282574-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-86717012A/12119078,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8671701EA,Texas Instruments,SN54LS595 8-BIT SHIFT REGISTERS,logic-translators-level-shifters,128,69.69,-,-,Active,https://rocelec.widen.net/view/pdf/tcxabyrn1v/sn54ls595.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8671701EA/13458702,,,,,,,,,,,,,,,,,,,*,,,,,
5962-86816012A,Texas Instruments,SN54HC595 8-BIT SHIFT REGISTERS,logic-translators-level-shifters,29,57.08,-,-,Active,https://rocelec.widen.net/view/pdf/mftsempvp3/sn54hc595-sp.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-86816012A/13459338,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8681601EA,Texas Instruments,SN54HC595 8-BIT SHIFT REGISTERS,logic-translators-level-shifters,636,45.76,-,-,Active,https://rocelec.widen.net/view/pdf/mftsempvp3/sn54hc595-sp.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8681601EA/13441541,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8682601EA,Texas Instruments,CD54HC194 HIGH SPEED CMOS LOGIC,logic-translators-level-shifters,41,28.91,-,-,Active,https://rocelec.widen.net/view/pdf/jifki4krrq/cd54hc194.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8682601EA/13512859,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8682701EA,Texas Instruments,SN54HC195 4-BIT PARALLEL-ACCESS,logic-translators-level-shifters,67,14.8,-,-,Active,https://rocelec.widen.net/view/pdf/f1hvrdmbqs/sn54hc195.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8682701EA/13474898,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8780601RA,Texas Instruments,CD54HC299 HIGH SPEED CMOS LOGIC,logic-translators-level-shifters,221,42.4,-,-,Active,https://rocelec.widen.net/view/pdf/mwgfjwgdbq/cd54hc299.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8780601RA/13475560,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8860701JA,Texas Instruments,SN54LS674 16-BIT SHIFT REGISTERS,logic-translators-level-shifters,14,82.6,-,-,Active,https://rocelec.widen.net/view/pdf/nydnrq5tbm/sn54ls673.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8860701JA/13449746,,,,,,,,,,,,,,,,,,,*,,,,,
5962-88674013A,"IDT, Integrated Device Technology Inc",IC SHIFT REGISTER 8BIT 28-LCC,logic-translators-level-shifters,25,21.9,28-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/jqsexngae3/IDTID012-7.19-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-88674013A/12125121,,,,,,,Shift Register,,8,,1,-55°C ~ 125°C (TA),,,,,,,,,,4.5V ~ 5.5V,,
5962-8943601MRA,Texas Instruments,CD54HCT299 HIGH SPEED CMOS LOGIC,logic-translators-level-shifters,108,83.06,-,-,Active,https://rocelec.widen.net/view/pdf/mwgfjwgdbq/cd54hc299.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8943601MRA/13443294,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8957401EA,Texas Instruments,"PARALLEL IN/OUT, ALS SERIES",logic-translators-level-shifters,296,6.51,-,-,Active,https://rocelec.widen.net/view/pdf/oohzlrlbhb/TXIIS06462-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8957401EA/12135326,,,,,,,,,,,,,,,,,,,*,,,,,
5962-8970401CA,Texas Instruments,CD54HCT164 HIGH SPEED CMOS LOGIC,logic-translators-level-shifters,19,34.23,-,-,Active,https://rocelec.widen.net/view/pdf/acbmhoiykz/cd54hc164.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8970401CA/13481300,,,,,,,,,,,,,,,,,,,*,,,,,
5962-9220504MLA,Texas Instruments,CY29FCT520T-MIL 8-BIT MULTI-LEVE,logic-translators-level-shifters,17,91.61,-,-,Active,https://rocelec.widen.net/view/pdf/u4hnk4mwdz/cy29fct520t-mil.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-9220504MLA/13492902,,,,,,,,,,,,,,,,,,,*,,,,,
5962-9220506M3A,"IDT, Integrated Device Technology Inc",IC TRI-STATE 8BIT 28-LCC,logic-translators-level-shifters,33,27.81,28-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/x0ayishcdx/IDTID025-6.2-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-9220506M3A/12100908,,,,,,,,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,,,,4.5V ~ 5.5V,,
602-00009,Parallax Inc.,IC SR TRI-STATE 8BIT 16-DIP,logic-translators-level-shifters,0,3.83,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,,https://www.digikey.com/en/products/detail/parallax-inc/602-00009/7791454,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Tri-State,,,,,,74HC,,,2V ~ 6V,,
602-00010,Parallax Inc.,IC SHIFT REGISTER 8BIT 16-DIP,logic-translators-level-shifters,0,3.83,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/parallax-inc/602-00010/7791455,,,,,Parallel to Serial,,Shift Register,,8,,1,-40°C ~ 85°C,,,,,,,74HC,,,2V ~ 6V,,
6PAIC23BIPWRG4Q1,Texas Instruments,IC STEREO AUDIO CODEC 28-TSSOP,logic-signal-switches-multiplexers-decoders,0,10.3,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC23BIPWRG4Q1/1894654,Serial,,,90 / 90,,Automotive,,2 / 2,,,,-40°C ~ 85°C,,,AEC-Q100,,24 b,90 / 100,,Yes,Stereo Audio,,2.7V ~ 3.6V,2.7V ~ 3.6V
6PAIC3104IRHBRQ1,Texas Instruments,IC AUDIO CODEC 32VQFN,logic-signal-switches-multiplexers-decoders,314,4.84,32-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv320aic3104-q1.pdf?ts=1732877718132&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV320AIC3104-Q1%252Fpart-details%252F6PAIC3104IRHBRQ1,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3104IRHBRQ1/2509867,"I2C, Serial",,,93 / 97,,Automotive,,2 / 2,,,,-40°C ~ 85°C,,,AEC-Q100,,,"92 / 102 (Differential), 92 / 97 (Single-Ended)",,Yes,Stereo Audio,,2.7V ~ 3.6V,1.525V ~ 1.95V
6PAIC3104TRHBRQ1,Texas Instruments,AUTOMOTIVE LOW-POWER STEREO AUDI,logic-signal-switches-multiplexers-decoders,1784,4.97,32-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv320aic3104-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3104TRHBRQ1/18111347,"DSP, I2C, I2S, Serial, TDM",,,93 / 97,,Automotive,,2 / 2,,,,-40°C ~ 105°C,,,AEC-Q100,,"16 b, 20 b, 24 b, 32 b","92 / 102 (Differential), 92 / 97 (Single-Ended)",,Yes,Stereo Audio,,2.7V ~ 3.6V,1.525V ~ 1.95V
6PAIC3106IRGZRQ1,Texas Instruments,IC AUDIO CODEC STEREO 48-QFN,logic-signal-switches-multiplexers-decoders,4432,5.57,48-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3106IRGZRQ1/2175526,Serial,,,"91 / 99 (Differential), 91 / 92 (Single-Ended)",,Automotive,,2 / 2,,,,-40°C ~ 85°C,,,AEC-Q100,,24 b,"92 / 102 (Differential), 92 / 95 (Single-Ended)",,Yes,Stereo Audio,,2.7V ~ 3.6V,1.1V ~ 3.6V
6PAIC3109TRHBRQ1,Texas Instruments,AUTOMOTIVE LOW-POWER 96KHZ MONO,logic-signal-switches-multiplexers-decoders,5218,4.11,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3109TRHBRQ1/7695259,"I2C, I2S",,,93 / 97,,Automotive,,1 / 1,,,,-40°C ~ 105°C (TA),,,AEC-Q100,,"16 b, 20 b, 24 b, 32 b",92 / 102,,Yes,Audio,,2.7V ~ 3.6V,1.1V ~ 3.6V
6PAIC3109TWRHMRQ1,Texas Instruments,TLV320AIC3109TWRHMRQ1,logic-signal-switches-multiplexers-decoders,758,5.05,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3109TWRHMRQ1/8538108,"I2C, I2S",,,93 / 97,,Automotive,,1 / 1,,,,-40°C ~ 105°C (TA),,,AEC-Q100,,"16 b, 20 b, 24 b, 32 b",92 / 102,,Yes,Audio,,2.7V ~ 3.6V,1.1V ~ 3.6V
6PAIC3254IRHBRQ1,Texas Instruments,IC STEREO AUDIO CODEC 1.8V 32QFN,logic-signal-switches-multiplexers-decoders,4056,8.78,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/6PAIC3254IRHBRQ1/4376457,"I2C, SPI",,,92 / 100,,Automotive,,2 / 2,,,,-40°C ~ 85°C,,,AEC-Q100,,32 b,93 / 100,,Yes,Audio,,1.5V ~ 3.6V,1.26V ~ 3.6V
74166PC,National Semiconductor,IC SR PUSH-PULL 8BIT 16-PDIP,logic-translators-level-shifters,6282,0.94,16-DIP,Through Hole,Active,https://rocelec.widen.net/view/pdf/zq7bivii06/FAIRS32838-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74166PC/12102227,,,,,Parallel or Serial to Serial,,Shift Register,,8,,1,0°C ~ 70°C,Push-Pull,,,,,,,,,4.75V ~ 5.25V,,
74178PC,"Rochester Electronics, LLC",PARALLEL IN PARALLEL OUT,logic-translators-level-shifters,430,33.92,-,-,Active,https://rocelec.widen.net/view/pdf/v27b8eighk/RE_DSHEET_74178PC-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74178PC/12596531,,,,,,,,,,,,,,,,,,,*,,,,,
7491ADC,National Semiconductor,IC SR PUSH-PULL 8BIT 14-CERDIP,logic-translators-level-shifters,0,0.0,"14-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/ba7cqm6jtq/NATLS14204-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/7491ADC/12104080,,,,,Serial to Serial,,Shift Register,,8,,1,0°C ~ 70°C,Push-Pull,,,,,,,,,4.75V ~ 5.25V,,
74AC11194N,Texas Instruments,PARALLEL IN PARALLEL OUT,logic-translators-level-shifters,1080,0.53,-,-,Active,https://rocelec.widen.net/view/pdf/dohdq19c23/TXIIS97361-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC11194N/12108039,,,,,,,,,,,,,,,,,,,*,,,,,
74AC299MTR,STMicroelectronics,IC SHFT REG TRI-STATE 8BIT 20-SO,logic-translators-level-shifters,0,0.24364,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/950/74ac299.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74AC299MTR/1037351,,,,,Universal,,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,74AC,,,2V ~ 6V,,
74AC299SJ,onsemi,IC SR TRI-STATE 8BIT 20-SOP,logic-translators-level-shifters,0,0.57789,"20-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2358/74AC299%20Rev.Jan2008.pdf,https://www.digikey.com/en/products/detail/onsemi/74AC299SJ/973990,,,,,Universal,,Shift Register,,8,,1,-40°C ~ 85°C,Tri-State,,,,,,74AC,,,2V ~ 6V,,
74ACT11898DW,Texas Instruments,SERIAL IN PARALLEL OUT,logic-translators-level-shifters,775,3.39,-,-,Active,https://rocelec.widen.net/view/pdf/q6oqk3fwaj/TXII-S-A0002212373-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT11898DW/12110694,,,,,,,,,,,,,,,,,,,*,,,,,
74ACT164FPEL-E,Renesas Electronics Corporation,8-BIT SERIAL-IN SHIFT REGISTER,logic-translators-level-shifters,5800,2.0,-,-,Active,https://rocelec.widen.net/view/pdf/ek5ekjryzj/74ACT164.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT164FPEL-E/12110990,,,,,,,,,,,,,,,,,,,*,,,,,
74ACT299MTR,STMicroelectronics,IC SHFT REG TRI-STATE 8BIT 20-SO,logic-translators-level-shifters,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4843/DS_497_74ACT299.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74ACT299MTR/1037385,,,,,Universal,,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,74ACT,,,4.5V ~ 5.5V,,
74ACT299PC,Fairchild Semiconductor,IC SR TRI-STATE 8BIT 20-PDIP,logic-translators-level-shifters,1473,1.22,"20-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/bx2tzvgmu7/FAIRS25803-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT299PC/11540345,,,,,Universal,,Shift Register,,8,,1,-40°C ~ 85°C,Tri-State,,,,,,74ACT,,,4.5V ~ 5.5V,,
74ACT299TTR,STMicroelectronics,IC SR TRI-STATE 8BIT 20-TSSOP,logic-translators-level-shifters,0,0.21141,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4843/DS_497_74ACT299.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74ACT299TTR/725153,,,,,Universal,,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,74ACT,,,4.5V ~ 5.5V,,
74ACT323PC,Fairchild Semiconductor,IC REG BIDIR TRI-STA 8BIT 20PDIP,logic-translators-level-shifters,3440,1.27,"20-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/grook1i2x9/FAIRS01348-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT323PC/11530688,,,,,Universal,,"Register, Bidirectional",,8,,1,-40°C ~ 85°C,Tri-State,,,,,,74ACT,,,4.5V ~ 5.5V,,
74ACT818SPC,onsemi,IC REG PIPE TRI-STAT 8BIT 24PDIP,logic-translators-level-shifters,0,4.056,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1056/74ACT818.pdf,https://www.digikey.com/en/products/detail/onsemi/74ACT818SPC/211855,,,,,Universal,,"Register, Pipeline",,8,,1,-40°C ~ 85°C,Tri-State,,,,,,74ACT,,,4.5V ~ 5.5V,,
"74AHC164BQ,115",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 14-DHVQFN,logic-translators-level-shifters,3134,0.45,14-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164BQ-115/1692510,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
74AHC164BQ-Q100X,Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 14-DHVQFN,logic-translators-level-shifters,0,0.21729,14-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164BQ-Q100X/4288272,,,,,Serial to Parallel,Automotive,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,AEC-Q100,,,,74AHC,,,2V ~ 5.5V,,
"74AHC164D,112",Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 14-SO,logic-translators-level-shifters,0,0.0,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164D-112/1229465,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC164D,118",Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 14-SO,logic-translators-level-shifters,294,0.38,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164D-118/1229466,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
74AHC164D-Q100J,Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 14-SO,logic-translators-level-shifters,0,0.16909,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164D-Q100J/4288287,,,,,Serial to Parallel,Automotive,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,AEC-Q100,,,,74AHC,,,2V ~ 5.5V,,
74AHC164D14,Diodes Incorporated,IC SR PUSH-PULL 8BIT 14-PDIP,logic-translators-level-shifters,1647,0.57,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.diodes.com/assets/Datasheets/74AHC164.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/74AHC164D14/5360918,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC164PW,112",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 14-TSSOP,logic-translators-level-shifters,0,0.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164PW-112/1229467,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC164PW,118",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 14-TSSOP,logic-translators-level-shifters,1382,0.36,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164PW-118/1229468,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
74AHC164PW-Q100J,Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 14-TSSOP,logic-translators-level-shifters,0,0.17602,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT164_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC164PW-Q100J/4288225,,,,,Serial to Parallel,Automotive,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,AEC-Q100,,,,74AHC,,,2V ~ 5.5V,,
74AHC164S14-13,Diodes Incorporated,IC SHFT REG PUSH-PULL 8BIT 14-SO,logic-translators-level-shifters,2090,0.31,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/74AHC164.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/74AHC164S14-13/7724612,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
74AHC164T14-13,Diodes Incorporated,IC SR PUSH-PULL 8BIT 14-TSSOP,logic-translators-level-shifters,0,0.27,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/74AHC164.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/74AHC164T14-13/5305487,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594BQ,115",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 16-DHVQFN,logic-translators-level-shifters,0,0.44,16-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594BQ-115/1300699,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594BQ-Q100,11",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 16-DHVQFN,logic-translators-level-shifters,0,0.5,16-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594BQ-Q100-11/3678758,,,,,"Serial to Parallel, Serial",Automotive,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,AEC-Q100,,,,74AHC,,,2V ~ 5.5V,,
74AHC594BZX,Nexperia USA Inc.,74AHC594BZ/SOT8016/DHXQFN16,logic-translators-level-shifters,250,0.46,16-XFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594BZX/26687574,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594D,112",Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 16-SO,logic-translators-level-shifters,0,0.61,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594D-112/1300700,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594D,118",Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 16-SO,logic-translators-level-shifters,2500,0.16632,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594D-118/1300701,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594D-Q100,118",Nexperia USA Inc.,IC SHFT REG PUSH-PULL 8BIT 16-SO,logic-translators-level-shifters,0,0.46,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594D-Q100-118/3678759,,,,,"Serial to Parallel, Serial",Automotive,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,AEC-Q100,,,,74AHC,,,2V ~ 5.5V,,
"74AHC594PW,118",Nexperia USA Inc.,IC SR PUSH-PULL 8BIT 16-TSSOP,logic-translators-level-shifters,27,0.4,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC_AHCT594.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC594PW-118/1300705,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-40°C ~ 125°C,Push-Pull,,,,,,74AHC,,,2V ~ 5.5V,,
