MPN,Manufacturer,Description,Category,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Accuracy - Highest (Lowest),Applications,Battery Chemistry,Bidirectional Channels,Capacitance @ Frequency,Clock Frequency,"Coded, Keyed",Color,Configuration,Connectivity,Contents,Control Features,Core Processor,Core Size,Count Rate,Current - Output,Current - Output (Max),"Current - Output High, Low",Current - Output Source/Sink,Current - Peak Pulse (10/1000µs),Current - Quiescent (Iq),Current - Supply,Current - Supply (Max),Data Converters,Data Interface,Data Rate,DigiKey Programmable,Direction,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",EEPROM Size,Fault Protection,Features,Filter Order,Filter Type,For Use With/Related Products,Frequency - Cutoff or Center,Function,Gender,Grade,Includes,Input Type,Interface,Internal Switch(s),Interrupt Output,Logic Type,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Number of ADCs / DACs,Number of Bits,Number of Bits per Element,Number of Bits/Stages,Number of Channels,Number of Circuits,Number of Drivers/Receivers,Number of Elements,Number of Filters,Number of I/O,Number of Inputs,Number of Outputs,Number of Positions,Number of Regulators,Number of Taps,Operating Temperature,Oscillator Type,Output,Output Configuration,Output Type,PSRR,Peripherals,Power (Watts),Power - Peak Pulse,Power - Rated,Power Line Protection,Program Memory Size,Program Memory Type,Programmable Features,Programmable Type,Protection Features,Protocol,Qualification,RAM Size,Ratio - Input:Output,Rds On (Typ),Receiver Hysteresis,Reset,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Resolution,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Schmitt Trigger Input,Sensing Range,Sensing Temperature - Local,Sensing Temperature - Remote,Sensitivity,Sensor Type,Series,Sigma Delta,Size,Speed,Stacking Direction,Standards,Style,Supply Voltage,Switch Type,Taper,Technology,Temperature Coefficient (Typ),Terminal Size,Terminal Type,Termination,Termination Style,Test Condition,Thread Size,Timing,Tolerance,Trigger Type,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Input,Voltage - Input (Max),Voltage - Load,Voltage - Output,Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage - Reverse Standoff (Typ),Voltage - Supply,Voltage - Supply (Vcc/Vdd),"Voltage - Supply, Analog","Voltage - Supply, Digital",Voltage Dropout (Max),"Write Cycle Time - Word, Page"
MAX44006EDT+T,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B 6,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44006EDT-T/2591394,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 1.8V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 V ~ 2 V,,,,,
MAX44006GDT+T,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B 6-VFDFN,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/18/MAX44006_44008.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44006GDT-T/2748574,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 1.8V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 V ~ 2 V,,,,,
MAX44008EDT+,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B,ambient_light,ambient-light-sensors,0,0.0,-,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/18/MAX44006_44008.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44008EDT/6194526,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 3.3V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
MAX44008EDT+T,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B 6-VFDFN,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44008EDT-T/2748576,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 3.3V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
MAX44008GDT+T,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B 6-VFDFN,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/18/MAX44006_44008.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44008GDT-T/2748578,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 3.3V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
OPB780Z,TT Electronics/Optek Technology,COLOR SENSOR FREQ BOX,ambient_light,ambient-light-sensors,0,17.2896,Box,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/OPB780Z.pdf,https://www.digikey.com/en/products/detail/tt-electronics-optek-technology/OPB780Z/1619774,,,,,,,,,,,,,,,,,,,,,,,,3mA @ 5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 70°C,,Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
OPT4048DTSR,Texas Instruments,COLOR SENSOR I2C 20-B SOT,ambient_light,ambient-light-sensors,0,2.3,SOT-583,,Active,https://www.ti.com/lit/ds/symlink/opt4048.pdf?ts=1698653299594&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FOPT4048,https://www.digikey.com/en/products/detail/texas-instruments/OPT4048DTSR/21298553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,20 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 V ~ 3.6 V,,,,,
OPT4048DTST,Texas Instruments,COLOR SENSOR I2C 20-B SOT,ambient_light,ambient-light-sensors,0,0.0,SOT-583,,Obsolete,https://www.ti.com/lit/ds/symlink/opt4048.pdf?ts=1698653299594&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FOPT4048,https://www.digikey.com/en/products/detail/texas-instruments/OPT4048DTST/21298777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,20 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 V ~ 3.6 V,,,,,
OPT4060DTSR,Texas Instruments,COLOR SENSOR I2C 20-B SOT,ambient_light,ambient-light-sensors,7697,1.96,SOT-583,,Active,https://www.ti.com/lit/ds/symlink/opt4060.pdf?ts=1704223000280,https://www.digikey.com/en/products/detail/texas-instruments/OPT4060DTSR/22116843,,,,,,,,,,,,,,,,,,,,,,,,24µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,20 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 V ~ 3.6 V,,,,,
TCS3103FN,ams-OSRAM USA INC.,COLOR SENSOR VOLTAGE/RGB 6-VFDFN,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3103_04_Rev_Aug_2013.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3103FN/3103133,,,,,,,,,,,,,,,,,,,,,,,,500µA @ 5V,,,,,,,,,,Gain Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,"Voltage, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 V ~ 5.5 V,,,,,
TCS3104FN,ams-OSRAM USA INC.,COLOR SENSOR VOLTAGE/RGB 6-VFDFN,ambient_light,ambient-light-sensors,0,0.0,6-VFDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3103_04_Rev_Aug_2013.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3104FN/3103134,,,,,,,,,,,,,,,,,,,,,,,,500µA @ 5V,,,,,,,,,,Gain Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,"Voltage, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 V ~ 5.5 V,,,,,
TCS3200D-TR,ams-OSRAM USA INC.,COLOR SENSOR FREQ 8-SOIC,ambient_light,ambient-light-sensors,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3200%2C210.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3200D-TR/3095147,,,,,,,,,,,,,,,,,,,,,,,,2mA @ 5V,,,,,,,,,,Auto Power Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
TCS3210D-TR,ams-OSRAM USA INC.,COLOR SENSOR FREQ 8-SOIC,ambient_light,ambient-light-sensors,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3200%2C210.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3210D-TR/3095148,,,,,,,,,,,,,,,,,,,,,,,,2mA @ 5V,,,,,,,,,,Auto Power Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 5.5 V,,,,,
TCS3404CS,ams-OSRAM USA INC.,COLOR SENSOR SMBUS 16-B 6-VFBGA,ambient_light,ambient-light-sensors,0,0.0,6-VFBGA,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3404CS/3095149,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,SMBus,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3404FN,ams-OSRAM USA INC.,COLOR SENSOR SMBUS 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3404FN/3095150,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,SMBus,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3413CS,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-BGA,ambient_light,ambient-light-sensors,0,0.0,6-BGA,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3413CS/3095151,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3413FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3413FN/3645614,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3414CS,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-BGA,ambient_light,ambient-light-sensors,0,0.0,6-BGA,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3414CS/3095153,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3414FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3414FN/3095154,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3415CS,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-CSP,ambient_light,ambient-light-sensors,0,0.0,6-CSP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3415CS/3095155,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3415FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,1.64648,6-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3415FN/3095156,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3416CS,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-CSP,ambient_light,ambient-light-sensors,0,2.0625,6-CSP,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3416CS/3095157,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS3416FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,1.64648,6-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/399/TCS3404_14_Rev_Nov_2015.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS3416FN/3095158,,,,,,,,,,,,,,,,,,,,,,,,11mA @ 3.6V,,,,,,,,,,"Gain Control, Interrupt, Sync Input",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS34711FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://look.ams-osram.com/m/1ab5968309bf0559/original/TCS3471-DS000109.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34711FN/10324403,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.3 V,,,,,
TCS34715FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://look.ams-osram.com/m/1ab5968309bf0559/original/TCS3471-DS000109.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34715FN/3821077,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.3 V,,,,,
TCS34717FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://look.ams-osram.com/m/1ab5968309bf0559/original/TCS3471-DS000109.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34717FN/3095159,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.3 V,,,,,
TCS34725FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,1.485,6-SMD Module,,Obsolete,https://ams.com/documents/20143/36005/TCS3472_DS000390_3-00.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34725FN/3737685,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS34727FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://ams.com/documents/20143/36005/TCS3472_DS000390_3-00.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34727FN/3737673,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS34901FN,ams-OSRAM USA INC.,IC COLOR CONV LIGHT-DGTL 6ODFN,ambient_light,ambient-light-sensors,0,0.0,-,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/897/TCS3490.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34901FN/10269988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS34903FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 6-UDFN,ambient_light,ambient-light-sensors,0,1.64542,6-UDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/897/TCS3490.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34903FN/5131652,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS34907FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 6-UDFN,ambient_light,ambient-light-sensors,0,1.64542,6-UDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/897/TCS3490.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS34907FN/5131653,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
TCS35303-2M OLGA8 LF T&RDP,ams-OSRAM USA INC.,TRUE COLOR SENSOR WITH FLICKER,ambient_light,ambient-light-sensors,0,3.81274,-,,Active,,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS35303-2M-OLGA8-LF-T-RDP/22078555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS37715FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://ams.com/documents/20143/36005/TCS3771_DS000341_2-00.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS37715FN/4896341,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Proximity Detection, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.3 V,,,,,
TCS37717FN,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 6-SMD,ambient_light,ambient-light-sensors,0,0.0,6-SMD Module,,Obsolete,https://ams.com/documents/20143/36005/TCS3771_DS000341_2-00.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/TCS37717FN/3095160,,,,,,,,,,,,,,,,,,,,,,,,330µA @ 3V,,,,,,,,,,"Gain Control, Interrupt, Proximity Detection, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
