MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
SMBJ170A,Littelfuse Inc.,TVS DIODE 170VWM 275VC DO214AA,tvs-diodes,10669,0.54,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ170A/688309,General Purpose,,,2.2A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,189V,275V,170V
SMBJ170CA,Littelfuse Inc.,TVS DIODE 170VWM 275VC DO214AA,tvs-diodes,23083,0.58,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ170CA/688310,General Purpose,1,,2.2A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,189V,275V,170V
SMBJ17A,Littelfuse Inc.,TVS DIODE 17VWM 27.6VC DO214AA,tvs-diodes,315892,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ17A/688276,General Purpose,,,21.8A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,18.9V,27.6V,17V
SMBJ180A,Littelfuse Inc.,TVS DIODE 180VWM 292VC DO214AA,tvs-diodes,17214,0.54,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ180A/825039,General Purpose,,,2.1A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,201V,292V,180V
SMBJ188A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 188VWM 328VC DO214AA,tvs-diodes,5100,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ188A-E3-52/1119250,General Purpose,,,2A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,209V,328V,188V
SMBJ18A,Littelfuse Inc.,TVS DIODE 18VWM 29.2VC DO214AA,tvs-diodes,18027,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ18A/285984,General Purpose,,,20.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,20V,29.2V,18V
SMBJ18A-13-F,Diodes Incorporated,TVS DIODE 18VWM 29.2VC SMB,tvs-diodes,75709,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ18A-13-F/814756,General Purpose,,,20.5A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,20V,29.2V,18V
SMBJ18A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 18VWM 29.2VC DO214AA,tvs-diodes,40947,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ18A-E3-52/1119252,General Purpose,,,20.5A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,20V,29.2V,18V
SMBJ18CA,Littelfuse Inc.,TVS DIODE 18VWM 29.2VC DO214AA,tvs-diodes,2447,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ18CA/285986,General Purpose,1,,20.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,20V,29.2V,18V
SMBJ20A,Littelfuse Inc.,TVS DIODE 20VWM 32.4VC DO214AA,tvs-diodes,2929,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ20A/285988,General Purpose,,,18.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,22.2V,32.4V,20V
SMBJ20A-13-F,Diodes Incorporated,TVS DIODE 20VWM 32.4VC SMB,tvs-diodes,170694,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ20A-13-F/814696,General Purpose,,,18.5A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,22.2V,32.4V,20V
SMBJ20A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 20VWM 32.4VC DO214AA,tvs-diodes,7332,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ20A-E3-52/1119256,General Purpose,,,18.5A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,22.2V,32.4V,20V
SMBJ20CA,Littelfuse Inc.,TVS DIODE 20VWM 32.4VC DO214AA,tvs-diodes,73321,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ20CA/285990,General Purpose,1,,18.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,22.2V,32.4V,20V
SMBJ20CA-13-F,Diodes Incorporated,TVS DIODE 20VWM 32.4VC SMB,tvs-diodes,20215,0.62,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ20CA-13-F/814639,General Purpose,1,,18.5A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,22.2V,32.4V,20V
SMBJ220CA,Littelfuse Inc.,TVS DIODE 220VWM 356VC DO214AA,tvs-diodes,2210,1.03,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ220CA/825044,General Purpose,1,,1.7A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,246V,356V,220V
SMBJ22A,Littelfuse Inc.,TVS DIODE 22VWM 35.5VC DO214AA,tvs-diodes,17066,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ22A/285992,General Purpose,,,16.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,24.4V,35.5V,22V
SMBJ22A-13-F,Diodes Incorporated,TVS DIODE 22VWM 35.5VC SMB,tvs-diodes,11993,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ22A-13-F/814695,General Purpose,,,16.9A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,24.4V,35.5V,22V
SMBJ22CA,Littelfuse Inc.,TVS DIODE 22VWM 35.5VC DO214AA,tvs-diodes,16665,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ22CA/285993,General Purpose,1,,16.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,24.4V,35.5V,22V
SMBJ24A,Littelfuse Inc.,TVS DIODE 24VWM 38.9VC DO214AA,tvs-diodes,72357,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ24A/285994,General Purpose,,,15.5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,26.7V,38.9V,24V
SMBJ24A-13-F,Diodes Incorporated,TVS DIODE 24VWM 38.9VC SMB,tvs-diodes,13603,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ24A-13-F/814619,General Purpose,,,15.4A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,26.7V,38.9V,24V
SMBJ24A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 24VWM 38.9VC DO214AA,tvs-diodes,31476,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ24A-E3-52/1091517,General Purpose,,,15.4A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,26.7V,38.9V,24V
SMBJ24A/TR13,YAGEO,TVS DIODE 24VWM 38.9VC DO214AA,tvs-diodes,3776,0.4,"DO-214AA, SMB",Surface Mount,Active,https://yageogroup.com/content/datasheet/asset/file/SMBJ_1,https://www.digikey.com/en/products/detail/yageo/SMBJ24A-TR13/13689628,General Purpose,,,15.5A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,26.7V,38.9V,24V
SMBJ24CA,Littelfuse Inc.,TVS DIODE 24VWM 38.9VC DO214AA,tvs-diodes,54957,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ24CA/285996,General Purpose,1,,15.5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,26.7V,38.9V,24V
SMBJ24CA-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 24VWM 38.9VC DO214AA,tvs-diodes,14382,0.58,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ24CA-E3-52/1091518,General Purpose,1,,15.4A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,,26.7V,38.9V,24V
SMBJ26A,Littelfuse Inc.,TVS DIODE 26VWM 42.1VC DO214AA,tvs-diodes,9445,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ26A/285998,General Purpose,,,14.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,28.9V,42.1V,26V
SMBJ26A-13-F,Diodes Incorporated,TVS DIODE 26VWM 42.1VC SMB,tvs-diodes,44711,0.52,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ26A-13-F/768803,General Purpose,,,14.2A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,28.9V,42.1V,26V
SMBJ26A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 26VWM 42.1VC DO214AA,tvs-diodes,19836,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ26A-E3-52/1119266,General Purpose,,,14.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,28.9V,42.1V,26V
SMBJ26CA,Littelfuse Inc.,TVS DIODE 26VWM 42.1VC DO214AA,tvs-diodes,13432,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ26CA/286000,General Purpose,1,,14.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,28.9V,42.1V,26V
SMBJ28A,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AA,tvs-diodes,83644,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ28A/286002,General Purpose,,,13.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,31.1V,45.4V,28V
SMBJ28A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 28VWM 45.5VC DO214AA,tvs-diodes,37571,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ28A-E3-52/1119270,General Purpose,,,13.2A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,31.1V,45.5V,28V
SMBJ28CA,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AA,tvs-diodes,26200,0.54,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ28CA/286003,General Purpose,1,,13.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,31.1V,45.4V,28V
SMBJ30A,Littelfuse Inc.,TVS DIODE 30VWM 48.4VC DO214AA,tvs-diodes,34643,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ30A/286004,General Purpose,,,12.4A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,33.3V,48.4V,5V
SMBJ30A-13-F,Diodes Incorporated,TVS DIODE 30VWM 48.4VC SMB,tvs-diodes,15259,0.52,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ30A-13-F/814610,General Purpose,,,12.4A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,33.3V,48.4V,30V
SMBJ30A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 30VWM 48.4VC DO214AA,tvs-diodes,37909,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ30A-E3-52/1119274,General Purpose,,,12.4A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,33.3V,48.4V,30V
SMBJ30CA,Littelfuse Inc.,TVS DIODE 30VWM 48.4VC DO214AA,tvs-diodes,45047,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ30CA/286005,General Purpose,1,,12.4A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,33.3V,48.4V,30V
SMBJ30CA-13-F,Diodes Incorporated,TVS DIODE 30VWM 48.4VC SMB,tvs-diodes,84088,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ30CA-13-F/814614,General Purpose,1,,12.4A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,33.3V,48.4V,30V
SMBJ30CA-TP,MCC (Micro Commercial Components),TVS DIODE 30VWM 48.4VC DO214AA,tvs-diodes,9327,0.49,"DO-214AA, SMB",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMBJ5.0-SMBJ440CA(DO-214AA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMBJ30CA-TP/1200368,General Purpose,1,,12.4A,,-55°C ~ 175°C (TJ),600W,No,,,Zener,,33.3V,48.4V,30V
SMBJ30CAQ-13-F,Diodes Incorporated,TVS DIODE 30VWM 48.4VC SMB,tvs-diodes,57964,0.78,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds40740.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ30CAQ-13-F/9738858,,1,,12.4A,Automotive,-55°C ~ 150°C (TJ),600W,No,AEC-Q101,,Zener,,33.3V,48.4V,30V
SMBJ33A,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,4752,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ33A/286006,General Purpose,,,11.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,36.7V,53.3V,33V
SMBJ33A-13-F,Diodes Incorporated,TVS DIODE 33VWM 53.3VC SMB,tvs-diodes,85334,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ33A-13-F/775754,General Purpose,,,11.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,36.7V,53.3V,33V
SMBJ33A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,9559,0.52,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ33A-E3-52/1119278,General Purpose,,,11.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,36.7V,53.3V,33V
SMBJ33A-E3/5B,Vishay General Semiconductor - Diodes Division,TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,4831,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ33A-E3-5B/2147819,General Purpose,,,11.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,36.7V,53.3V,33V
SMBJ33CA,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,57014,0.54,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ33CA/286008,General Purpose,1,,11.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,36.7V,53.3V,33V
SMBJ33CA-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,8647,0.55,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ33CA-E3-52/1119279,General Purpose,1,,11.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,,36.7V,53.3V,33V
SMBJ33CA-TP,MCC (Micro Commercial Components),TVS DIODE 33VWM 53.3VC DO214AA,tvs-diodes,11876,0.49,"DO-214AA, SMB",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMBJ5.0-SMBJ440CA(DO-214AA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMBJ33CA-TP/1200370,General Purpose,1,,11.3A,,-55°C ~ 175°C (TJ),600W,No,,,Zener,,36.7V,53.3V,33V
SMBJ33CAQ-13-F,Diodes Incorporated,TVS DIODE 33VWM 53.3VC SMB,tvs-diodes,2681,0.78,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds40740.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ33CAQ-13-F/9738859,,1,,11.3A,Automotive,-55°C ~ 150°C (TJ),600W,No,AEC-Q101,,Zener,,36.7V,53.3V,33V
SMBJ36A,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AA,tvs-diodes,1342,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ36A/286010,General Purpose,,,10.4A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,40V,58.1V,36V
SMBJ36A-13-F,Diodes Incorporated,TVS DIODE 36VWM 58.1VC SMB,tvs-diodes,29582,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ36A-13-F/765431,General Purpose,,,10.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,40V,58.1V,36V
SMBJ36A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 36VWM 58.1VC DO214AA,tvs-diodes,20565,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ36A-E3-52/1119282,General Purpose,,,10.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,40V,58.1V,36V
SMBJ36CA,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AA,tvs-diodes,63611,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ36CA/286011,General Purpose,1,,10.4A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,40V,58.1V,36V
SMBJ36CA-13-F,Diodes Incorporated,TVS DIODE 36VWM 58.1VC SMB,tvs-diodes,5964,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ36CA-13-F/765927,General Purpose,1,,10.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,40V,58.1V,36V
SMBJ3V3-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 3.3VWM 10.3V DO214AA,tvs-diodes,50463,0.75,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88940/smbj3v3.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ3V3-E3-52/1147817,General Purpose,,5200pF @ 1MHz,200A (8/20µs),,-65°C ~ 175°C (TJ),600W,No,,TransZorb®,Zener,1,4.1V,10.3V,3.3V
SMBJ40A,Littelfuse Inc.,TVS DIODE 40VWM 64.5VC DO214AA,tvs-diodes,413800,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ40A/688278,General Purpose,,,9.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,44.4V,64.5V,40V
SMBJ40A-13-F,Diodes Incorporated,TVS DIODE 40VWM 64.5VC SMB,tvs-diodes,174614,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ40A-13-F/814612,General Purpose,,,9.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,44.4V,64.5V,40V
SMBJ40A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 40VWM 64.5VC DO214AA,tvs-diodes,117536,0.52,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ40A-E3-52/1091519,General Purpose,,,9.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,44.4V,64.5V,40V
SMBJ40CA,Littelfuse Inc.,TVS DIODE 40VWM 64.5VC DO214AA,tvs-diodes,17306,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ40CA/688279,General Purpose,1,,9.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,44.4V,64.5V,40V
SMBJ40CA-13-F,Diodes Incorporated,TVS DIODE 40VWM 64.5VC SMB,tvs-diodes,327073,0.55,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ40CA-13-F/814611,General Purpose,1,,9.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,44.4V,64.5V,40V
SMBJ40CA-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 40VWM 64.5VC DO214AA,tvs-diodes,63410,0.58,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ40CA-E3-52/1091520,General Purpose,1,,9.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,,44.4V,64.5V,40V
SMBJ43A,Littelfuse Inc.,TVS DIODE 43VWM 69.4VC DO214AA,tvs-diodes,8618,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ43A/688280,General Purpose,,,8.7A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,47.8V,69.4V,43V
