MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Accuracy - Highest (Lowest),Features,Grade,Operating Temperature,Output Type,Qualification,Resolution,Sensing Temperature - Local,Sensing Temperature - Remote,Sensor Type,Series,Test Condition,Voltage - Supply
LM235AH,Texas Instruments,SENSOR ANALOG -40C-125C TO46-3,temperature-sensors-analog-and-digital-output,0,16.01754,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM235AH/5055962,±1°C (±2.7°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-40°C ~ 125°C,,"Analog, Local",,25°C (-40°C ~ 125°C),
LM235AH/NOPB,Texas Instruments,SENSOR ANALOG -40C-125C TO46-3,temperature-sensors-analog-and-digital-output,208,16.58,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM235AH-NOPB/148122,±1°C (±2.7°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-40°C ~ 125°C,,"Analog, Local",,25°C (-40°C ~ 125°C),
LM235H,Texas Instruments,SENSOR ANALOG -40C-125C TO46-3,temperature-sensors-analog-and-digital-output,0,10.41656,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM235H/5055963,±3°C (±5°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-40°C ~ 125°C,,"Analog, Local",,25°C (-40°C ~ 125°C),
LM235H/NOPB,Texas Instruments,SENSOR ANALOG -40C-125C TO46-3,temperature-sensors-analog-and-digital-output,1486,11.72,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM235H-NOPB/148123,±3°C (±5°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-40°C ~ 125°C,,"Analog, Local",,25°C (-40°C ~ 125°C),
LM235Z,STMicroelectronics,SENSOR ANALOG -40C-125C TO92-3,temperature-sensors-analog-and-digital-output,7248,0.46,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/04/fa/9d/16/39/87/44/8d/CD00000459.pdf/files/CD00000459.pdf/jcr:content/translations/en.CD00000459.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LM235Z/1038647,±1.5°C,,,-40°C ~ 125°C,Analog Voltage,,10mV/°K,-40°C ~ 125°C,,"Analog, Local",,-40°C ~ 125°C,
LM32CIMTX,National Semiconductor,DUAL TRIP POINT SWITCH/SENSOR,temperature-sensors-analog-and-digital-output,1555,2.04,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/m1n6evn1tc/NATLS17986-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM32CIMTX/12096190,±3°C,Shutdown Mode,,0°C ~ 125°C,SensorPath™,,9 b,0°C ~ 85°C,0°C ~ 100°C,"Digital, Local/Remote",,0°C ~ 85°C,3V ~ 3.6V
LM32CIMTX/NOPB,National Semiconductor,DUAL TRIP POINT DIGITAL SENSOR,temperature-sensors-analog-and-digital-output,2500,2.04,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/m1n6evn1tc/NATLS17986-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM32CIMTX-NOPB/11559074,±3°C,Shutdown Mode,,0°C ~ 125°C,SensorPath™,,9 b,0°C ~ 85°C,0°C ~ 100°C,"Digital, Local/Remote",,0°C ~ 85°C,3V ~ 3.6V
LM335AH,Texas Instruments,SENSOR ANALOG -40C-100C TO46-3,temperature-sensors-analog-and-digital-output,0,6.03831,"TO-206AB, TO-46-3 Metal Can",Through Hole,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM335AH/5055987,±3°C (±5°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335AH/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C TO46-3,temperature-sensors-analog-and-digital-output,184,12.34,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM335AH-NOPB/148164,±3°C (±5°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335AM/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C 8SOIC,temperature-sensors-analog-and-digital-output,801,1.83,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM335AM-NOPB/229003,±3°C (±5°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335AZ,STMicroelectronics,SENSOR ANALOG -40C-100C TO92-3,temperature-sensors-analog-and-digital-output,82654,1.66,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/04/fa/9d/16/39/87/44/8d/CD00000459.pdf/files/CD00000459.pdf/jcr:content/translations/en.CD00000459.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LM335AZ/634741,±3°C (±5°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335AZ/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C TO92-3,temperature-sensors-analog-and-digital-output,26419,1.37,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM335AZ-NOPB/148165,±3°C (±5°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335DT,STMicroelectronics,SENSOR ANALOG -40C-100C 8SO,temperature-sensors-analog-and-digital-output,1714,1.18,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/04/fa/9d/16/39/87/44/8d/CD00000459.pdf/files/CD00000459.pdf/jcr:content/translations/en.CD00000459.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LM335DT/591685,±1°C,,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335H,Texas Instruments,SENSOR ANALOG -40C-100C TO46-3,temperature-sensors-analog-and-digital-output,0,8.73796,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM335H/5055988,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335H/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C TO46-3,temperature-sensors-analog-and-digital-output,1054,10.02,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM335H-NOPB/182348,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335M,Texas Instruments,SENSOR ANALOG -40C-100C 8SOIC,temperature-sensors-analog-and-digital-output,421,1.98,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/LM335M/3701378,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335MX/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C 8SOIC,temperature-sensors-analog-and-digital-output,3178,0.93,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM335MX-NOPB/367016,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335Z,STMicroelectronics,SENSOR ANALOG -40C-100C TO92-3,temperature-sensors-analog-and-digital-output,3214,0.44,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/04/fa/9d/16/39/87/44/8d/CD00000459.pdf/files/CD00000459.pdf/jcr:content/translations/en.CD00000459.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LM335Z/591686,±1°C,,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335Z/LFT7,Texas Instruments,SENSOR ANALOG -40C-100C TO92,temperature-sensors-analog-and-digital-output,6404,1.01,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/qg6j0id4fm/NATLS09696-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM335Z-LFT7/3901945,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM335Z/NOPB,Texas Instruments,SENSOR ANALOG -40C-100C TO92-3,temperature-sensors-analog-and-digital-output,2898,0.93,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/qg6j0id4fm/NATLS09696-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM335Z-NOPB/6217,±6°C (±9°C),,,-40°C ~ 100°C,Analog Voltage,,10mV/°K,-40°C ~ 100°C,,"Analog, Local",,25°C (-40°C ~ 100°C),
LM34AH,Texas Instruments,SENSOR ANALOG -50F-300F TO46-3,temperature-sensors-analog-and-digital-output,492,32.27,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34AH/5055993,±1°F (±2°F),,,-45°C ~ 149°C,Analog Voltage,,10mV/°F,-50°F ~ 300°F,,"Analog, Local",,77°F (-50°F ~ 300°F),4V ~ 30V
LM34AH/NOPB,Texas Instruments,SENSOR ANALOG -50F-300F TO46-3,temperature-sensors-analog-and-digital-output,1372,31.81,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34AH-NOPB/182346,±1°F (±2°F),,,-45°C ~ 149°C,Analog Voltage,,10mV/°F,-50°F ~ 300°F,,"Analog, Local",,77°F (-50°F ~ 300°F),4V ~ 30V
LM34CAH,Texas Instruments,SENSOR ANALOG -40F-230F TO46-3,temperature-sensors-analog-and-digital-output,0,28.47152,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34CAH/5055994,±1°F (±2°F),,,-40°C ~ 110°C,Analog Voltage,,10mV/°F,-40°F ~ 230°F,,"Analog, Local",,77°F (230°F),4V ~ 30V
LM34CAZ/NOPB,Texas Instruments,SENSOR ANALOG -40F-230F TO92-3,temperature-sensors-analog-and-digital-output,1182,12.12,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34CAZ-NOPB/117873,±1°F (±2°F),,,-40°C ~ 110°C,Analog Voltage,,10mV/°F,-40°F ~ 230°F,,"Analog, Local",,77°F (230°F),4V ~ 30V
LM34CZ,National Semiconductor,"ANALOG VOLTAGE OUTPUT SENSOR, -.",temperature-sensors-analog-and-digital-output,56,5.36,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/8zgrgeecon/NATLS13227-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM34CZ/13488306,,,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,,4V ~ 30V
LM34CZ/NOPB,Texas Instruments,SENSOR ANALOG -40F-230F TO92-3,temperature-sensors-analog-and-digital-output,2052,10.73,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/lm34.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM34CZ-NOPB/20746,±2°F,,,-40°C ~ 110°C,Analog Voltage,,10mV/°F,-40°F ~ 230°F,,"Analog, Local",,77°F,4V ~ 30V
LM34DH,Texas Instruments,SENSOR ANALOG 32F-212F TO46-3,temperature-sensors-analog-and-digital-output,0,21.29512,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34DH/201995,±3°F,,,0°C ~ 100°C,Analog Voltage,,10mV/°F,32°F ~ 212°F,,"Analog, Local",,77°F,4V ~ 30V
LM34DMX,Texas Instruments,SENSOR ANALOG 32F-212F 8SOIC,temperature-sensors-analog-and-digital-output,0,1.28351,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34DMX/3697369,±3°F,,,0°C ~ 100°C,Analog Voltage,,10mV/°F,32°F ~ 212°F,,"Analog, Local",,77°F,4V ~ 30V
LM34DMX/NOPB,Texas Instruments,SENSOR ANALOG 32F-212F 8SOIC,temperature-sensors-analog-and-digital-output,3817,3.43,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34DMX-NOPB/1871277,±3°F,,,0°C ~ 100°C,Analog Voltage,,10mV/°F,32°F ~ 212°F,,"Analog, Local",,77°F,4V ~ 30V
LM34DZ/LFT7,Texas Instruments,SENSOR ANALOG 32F-212F TO92-3,temperature-sensors-analog-and-digital-output,1738,3.46,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34DZ-LFT7/9953649,±1°F (±2°F),,,0°C ~ 100°C,Analog Voltage,,10mV/°F,32°F ~ 212°F,,"Analog, Local",,77°F (230°F),4V ~ 30V
LM34DZ/NOPB,Texas Instruments,SENSOR ANALOG 32F-212F TO92-3,temperature-sensors-analog-and-digital-output,24834,3.88,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://rocelec.widen.net/view/pdf/vitibkhnm2/snis161d.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM34DZ-NOPB/32485,±1°F (±2°F),,,0°C ~ 100°C,Analog Voltage,,10mV/°F,32°F ~ 212°F,,"Analog, Local",,77°F (230°F),4V ~ 30V
LM34H,National Semiconductor,ANALOG VOLTAGE OUTPUT SENSOR,temperature-sensors-analog-and-digital-output,1667,10.99,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,https://rocelec.widen.net/view/pdf/8zgrgeecon/NATLS13227-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM34H/12098753,,,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,,4V ~ 30V
LM35AH,Texas Instruments,SENSOR ANALOG -55C-150C TO46-3,temperature-sensors-analog-and-digital-output,969,33.61,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35AH/5055996,±0.4°C (±0.8°C),,,-55°C ~ 150°C,Analog Voltage,,10mV/°C,-55°C ~ 150°C,,"Analog, Local",,25°C (-55°C ~ 150°C),4V ~ 30V
LM35AH/NOPB,Texas Instruments,SENSOR ANALOG -55C-150C TO46-3,temperature-sensors-analog-and-digital-output,625,33.37,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35AH-NOPB/148179,±0.5°C (±1°C),,,-55°C ~ 150°C,Analog Voltage,,10mV/°C,-55°C ~ 150°C,,"Analog, Local",,25°C (-55°C ~ 150°C),4V ~ 30V
LM35CAH,Texas Instruments,SENSOR ANALOG -40C-110C TO46-3,temperature-sensors-analog-and-digital-output,684,20.79,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35CAH/5055997,±0.4°C (±0.8°C),,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,25°C (-40°C ~ 110°C),4V ~ 30V
LM35CAH/NOPB,Texas Instruments,SENSOR ANALOG -40C-110C TO46-3,temperature-sensors-analog-and-digital-output,460,20.54,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35CAH-NOPB/212676,±0.5°C (±1°C),,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,25°C (-40°C ~ 110°C),4V ~ 30V
LM35CAZ/NOPB,Texas Instruments,SENSOR ANALOG -40C-110C TO92-3,temperature-sensors-analog-and-digital-output,7569,6.52,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35CAZ-NOPB/148180,±0.5°C (±1°C),,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,25°C (-40°C ~ 110°C),4V ~ 30V
LM35CH,Texas Instruments,SENSOR ANALOG -40C-110C TO46-3,temperature-sensors-analog-and-digital-output,0,13.24862,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35CH/5055998,±0.4°C (±0.8°C),,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,25°C (-40°C ~ 110°C),4V ~ 30V
LM35CZ/NOPB,Texas Instruments,SENSOR ANALOG -40C-110C TO92-3,temperature-sensors-analog-and-digital-output,2962,6.52,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35CZ-NOPB/20744,±1°C,,,-40°C ~ 110°C,Analog Voltage,,10mV/°C,-40°C ~ 110°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DH,Texas Instruments,SENSOR ANALOG 0C-70C TO46-3,temperature-sensors-analog-and-digital-output,805,15.27,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DH/5055999,±1.5°C,,,0°C ~ 70°C,Analog Voltage,,10mV/°C,0°C ~ 70°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DH/NOPB,Texas Instruments,SENSOR ANALOG 0C-70C TO46-3,temperature-sensors-analog-and-digital-output,1775,15.01,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DH-NOPB/148181,±1.5°C,,,0°C ~ 70°C,Analog Voltage,,10mV/°C,0°C ~ 70°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DMX,Texas Instruments,SENSOR ANALOG 0C-100C 8SOIC,temperature-sensors-analog-and-digital-output,3381,3.24,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DMX/3697799,±1.5°C,,,0°C ~ 100°C,Analog Voltage,,10mV/°C,0°C ~ 100°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DMX/NOPB,Texas Instruments,SENSOR ANALOG 0C-100C 8SOIC,temperature-sensors-analog-and-digital-output,462,2.46,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DMX-NOPB/334900,±1.5°C,,,0°C ~ 100°C,Analog Voltage,,10mV/°C,0°C ~ 100°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DT,Texas Instruments,SENSOR ANALOG 0C-100C TO220-3,temperature-sensors-analog-and-digital-output,578,4.66,TO-220-3,Through Hole,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DT/3701306,±1.5°C,,,0°C ~ 100°C,Analog Voltage,,10mV/°C,0°C ~ 100°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DZ/LFT1,Texas Instruments,SENSOR ANALOG 0C-100C TO92-3,temperature-sensors-analog-and-digital-output,1112,1.89,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DZ-LFT1/9816759,±1.5°C,,,0°C ~ 100°C,Analog Voltage,,10mV/°C,0°C ~ 100°C,,"Analog, Local",,25°C,4V ~ 30V
LM35DZ/NOPB,Texas Instruments,SENSOR ANALOG 0C-100C TO92-3,temperature-sensors-analog-and-digital-output,15714,2.05,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35DZ-NOPB/32489,±1.5°C,,,0°C ~ 100°C,Analog Voltage,,10mV/°C,0°C ~ 100°C,,"Analog, Local",,25°C,4V ~ 30V
LM35H,Texas Instruments,SENSOR ANALOG -55C-150C TO46-3,temperature-sensors-analog-and-digital-output,29,31.85,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35H/4090871,±1°C (±1.5°C),,,-55°C ~ 150°C,Analog Voltage,,10mV/°C,-55°C ~ 150°C,,"Analog, Local",,25°C (150°C),4V ~ 30V
LM35H/NOPB,Texas Instruments,SENSOR ANALOG -55C-150C TO46-3,temperature-sensors-analog-and-digital-output,649,24.98,"TO-206AB, TO-46-3 Metal Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM35H-NOPB/2506775,±1°C (±1.5°C),,,-55°C ~ 150°C,Analog Voltage,,10mV/°C,-55°C ~ 150°C,,"Analog, Local",,25°C (150°C),4V ~ 30V
LM45BIM3,National Semiconductor,"ANALOG VOLTAGE OUTPUT SENSOR, 35",temperature-sensors-analog-and-digital-output,4301,2.05,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://rocelec.widen.net/view/pdf/ayltcrxmbn/lm45.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM45BIM3/12604265,±2°C (±3°C),,,-20°C ~ 100°C,Analog Voltage,,10mV/°C,-20°C ~ 100°C,,"Analog, Local",,25°C (-20°C ~ 100°C),4V ~ 10V
LM45BIM3-TI,Texas Instruments,"ANALOG VOLTAGE OUTPUT SENSOR, 35",temperature-sensors-analog-and-digital-output,20562,2.05,-,-,Active,https://rocelec.widen.net/view/pdf/ayltcrxmbn/lm45.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM45BIM3-TI/12642403,,,,,,,,,,,*,,
LM45BIM3X/NOPB,Texas Instruments,SENSOR ANALOG -20C-100C SOT23-3,temperature-sensors-analog-and-digital-output,1889,2.32,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://rocelec.widen.net/view/pdf/f90mft6o3k/snis117c.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM45BIM3X-NOPB/1871614,±2°C (±3°C),,,-20°C ~ 100°C,Analog Voltage,,10mV/°C,-20°C ~ 100°C,,"Analog, Local",,25°C (-20°C ~ 100°C),4V ~ 10V
LM45CIM3,Texas Instruments,SENSOR ANALOG -20C-100C SOT23-3,temperature-sensors-analog-and-digital-output,0,0.91763,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/f90mft6o3k/snis117c.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM45CIM3/3697928,±3°C (±4°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-20°C ~ 100°C,,"Analog, Local",,25°C (-20°C ~ 100°C),4V ~ 10V
LM45CIM3X,Texas Instruments,SENSOR ANALOG -20C-100C SOT23-3,temperature-sensors-analog-and-digital-output,0,0.90007,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/f90mft6o3k/snis117c.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM45CIM3X/3697093,±3°C (±4°C),,,-40°C ~ 125°C,Analog Voltage,,10mV/°C,-20°C ~ 100°C,,"Analog, Local",,25°C (-20°C ~ 100°C),4V ~ 10V
