MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Count Rate,Direction,Grade,Logic Type,Number of Bits per Element,Number of Elements,Operating Temperature,Qualification,Reset,Series,Timing,Trigger Type,Voltage - Supply
54LS293/BCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/32004BCA),pmic-gate-drivers,1409,97.5,-,-,Active,https://rocelec.widen.net/view/pdf/95m4gapmi1/RE_DSHEET_54LS293BCA-ROCS.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS293-BCA/12603969,,,,,,,,,,*,,,
54LS293J/B,"Rochester Electronics, LLC","BINARY COUNTER, LS SERIES, ASYNC",pmic-gate-drivers,30,93.75,-,-,Active,https://rocelec.widen.net/view/pdf/qt0ascuob7/RE_DSHEET_54LS293JB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS293J-B/12611381,,,,,,,,,,*,,,
54LS691FK/B,"Rochester Electronics, LLC",54LS691FK/B,pmic-gate-drivers,142,138.09,-,-,Active,https://rocelec.widen.net/view/pdf/zadwnndouz/RE_DSHEET_54LS691FKB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS691FK-B/12711361,,,,,,,,,,*,,,
54LS92/BDA,"Rochester Electronics, LLC",DUAL MARKED (M38510/31510BDA),pmic-gate-drivers,320,106.83,-,-,Active,http://embed.widencdn.net/pdf/plus/rocelec/gynawzsh3j/RE_DSHEET_5490A-5492A-93A-LS90-LS92-LS93_TIS.pdf?u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS92-BDA/12617020,,,,,,,,,,*,,,
54LS92J/B,"Rochester Electronics, LLC","DIVIDE BY 12 COUNTER, LS SERIES,",pmic-gate-drivers,2586,102.81,-,-,Active,https://rocelec.widen.net/view/pdf/gynawzsh3j/RE_DSHEET_5490A-5492A-93A-LS90-LS92-LS93_TIS.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS92J-B/12605109,,,,,,,,,,*,,,
5962-8672701FA,Advanced Micro Devices,IC BINARY COUNTER 4BIT 16CFLTPK,pmic-gate-drivers,340,28.3,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/b0jnc55s3d/5962-86727.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8672701FA/12120378,100 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,,Synchronous,Positive Edge,4.5 V ~ 5.5 V
5962-86840012A,Texas Instruments,SN54ALS191A SYNCHRONOUS 4-BIT UP,pmic-gate-drivers,22,43.3,-,-,Active,https://rocelec.widen.net/view/pdf/kmkykilegn/sn54als191a.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-86840012A/13440673,,,,,,,,,,*,,,
5962-86891012A,Texas Instruments,SN54HC191 SYNCHRONOUS 4-BIT UP/D,pmic-gate-drivers,11,51.08,-,-,Active,https://rocelec.widen.net/view/pdf/jm0ippcaen/sn54hc191.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-86891012A/13513521,,,,,,,,,,*,,,
5962-8751701,Texas Instruments,"BINARY COUNTER, LS SERIES, ASYNC",pmic-gate-drivers,661,15.21,-,-,Active,https://rocelec.widen.net/view/pdf/hdlslgkwtq/TXIID004-3-1137.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8751701/13431264,,,,,,,,,,*,,,
5962-8751701EA,Texas Instruments,SN54LS590 8-BIT BINARY COUNTERS,pmic-gate-drivers,17,68.08,-,-,Active,https://rocelec.widen.net/view/pdf/uhscobpnrz/sn54ls590.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8751701EA/13431270,,,,,,,,,,*,,,
5962-87544012X,Advanced Micro Devices,IC BINARY COUNTER 4-BIT 20CLCC,pmic-gate-drivers,162,30.35,20-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/co6hqd7vef/5962-87544B.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-87544012X/12119891,18 MHz,"Up, Down",,Binary Counter,4,1,-55°C ~ 125°C,,Asynchronous,,Synchronous,Positive Edge,4.75 V ~ 5.25 V
5962-8762101EA,Texas Instruments,54LS592 8-BIT BINARY COUNTERS WI,pmic-gate-drivers,7,79.18,-,-,Active,https://rocelec.widen.net/view/pdf/z8vbudhe5e/sn54ls592.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8762101EA/13483844,,,,,,,,,,*,,,
5962-87724012A,Texas Instruments,BINARY COUNTER,pmic-gate-drivers,16,31.56,-,-,Active,https://rocelec.widen.net/view/pdf/o7dlpd0tur/TXII-S-A0001283617-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-87724012A/12122292,,,,,,,,,,*,,,
5962-8862401JA,Harris Corporation,IC DIVIDER BY N 16-BIT 24CDIP,pmic-gate-drivers,167,6.04,"24-CDIP (0.600"", 15.24mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/gd2fkkqo4k/5962-88624.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8862401JA/12129678,25 MHz,Down,,Divide-by-N,16,1,-55°C ~ 125°C (TA),,Synchronous,,Synchronous,Positive Edge,4.5 V ~ 5.5 V
5962-8863401ZCC6833,Intersil,"MICROCIRCUIT, DIGITAL, HS CMOS,P",pmic-gate-drivers,20,74.03,-,-,Active,https://rocelec.widen.net/view/pdf/gd2fkkqo4k/5962-88624.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8863401ZCC6833/12608726,,,,,,,,,,*,,,
5962-8865703FA,"IDT, Integrated Device Technology Inc",IC BINARY COUNTER 4-BIT 48DIP,pmic-gate-drivers,18,41.78,"48-DIP (0.600"", 15.24mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/maqrmdaub9/IDTID012-7.5-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8865703FA/12122697,125 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,,Synchronous,Positive Edge,4.5 V ~ 5.5 V
5962-88657042A,"IDT, Integrated Device Technology Inc",IC BINARY COUNTER 4-BIT 20LCC,pmic-gate-drivers,38,32.38,20-LCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/maqrmdaub9/IDTID012-7.5-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-88657042A/12123087,125 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,,Synchronous,Positive Edge,4.5 V ~ 5.5 V
5962-8952601KA,Texas Instruments,"BINARY COUNTER, AS SERIES,",pmic-gate-drivers,33,31.5,-,-,Active,https://rocelec.widen.net/view/pdf/mp9papwlyx/TXII-S-A0001283336-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8952601KA/12135506,,,,,,,,,,*,,,
5962-8952601LA,Texas Instruments,SN54AS869 SYNCHRONOUS 8-BIT UP/D,pmic-gate-drivers,42,53.44,-,-,Active,https://rocelec.widen.net/view/pdf/8o71bsfdqw/sn54as867.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8952601LA/13443262,,,,,,,,,,*,,,
5962-8966801LA,Texas Instruments,SN54AS867 SYNCHRONOUS 8-BIT UP/D,pmic-gate-drivers,176,61.03,"24-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/8o71bsfdqw/sn54as867.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8966801LA/13469189,,"Up, Down",,Binary Counter,8,1,-55°C ~ 125°C (TA),,Asynchronous,54AS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
5962-8977101EA,Harris Corporation,IC BINARY COUNTER 14-BIT 16CDIP,pmic-gate-drivers,22,56.21,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/fkymg5f09z/cd54hc4060.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8977101EA/12095632,30 MHz,,,Binary Counter,14,1,-55°C ~ 125°C (TA),,Asynchronous,,,Negative Edge,4.5 V ~ 5.5 V
5962-8989001CA,Harris Corporation,IC BINARY COUNTR DL 4BIT 14CDIP,pmic-gate-drivers,45,30.56,"14-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/bonexqlbl3/cd54hc393.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-8989001CA/12096148,27 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C (TA),,Asynchronous,74HCT,,Negative Edge,4.5 V ~ 5.5 V
5962-9055301EA,Texas Instruments,CD54HC40103 HIGH SPEED CMOS LOGI,pmic-gate-drivers,233,31.2,-,-,Active,https://rocelec.widen.net/view/pdf/t642991usw/cd54hc40103.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5962-9055301EA/13447574,,,,,,,,,,*,,,
74143N,"Rochester Electronics, LLC",IC LAMP DRIVER 4-BIT,pmic-gate-drivers,311,38.54,-,-,Active,https://rocelec.widen.net/view/pdf/gcjhlezrgu/RE_DSHEET_74143N-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74143N/12601288,,,,,,,,,,*,,,
74177N,"Rochester Electronics, LLC",4-BIT BINARY COUNTER,pmic-gate-drivers,1479,33.92,-,-,Active,https://rocelec.widen.net/view/pdf/d4aamg9yq0/RE_DSHEET_74177N-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74177N/12604949,,,,,,,,,,*,,,
74192PC,Fairchild Semiconductor,IC DECADE COUNTER 4-BIT 16DIP,pmic-gate-drivers,3570,2.3,16-DIP,Through Hole,Active,https://rocelec.widen.net/view/pdf/8qkmdsscsl/FAIRS32847-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74192PC/12594428,25 MHz,"Up, Down",,"Counter, Decade",4,1,0°C ~ 70°C (TA),,Asynchronous,,Synchronous,Positive Edge,4.75 V ~ 5.25 V
74AC11191DW,"Rochester Electronics, LLC",BINARY COUNTER,pmic-gate-drivers,737,23.88,-,-,Active,https://rocelec.widen.net/view/pdf/uff82ysq0g/RSEL-S-A0001215489-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC11191DW/12609181,,,,,,,,,,*,,,
74AC161PC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,11953,0.58,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC161PC/11528194,167 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC161SCX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,4120,0.31,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC161SCX/11537841,167 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC161SJ,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,9465,0.5,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/pl1ax9ymws/RE_DSHEET_74AC161SC_REI.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC161SJ/11520134,167 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC161SJX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,8848,0.5,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC161SJX/11514155,167 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC163PC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,10652,0.59,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC163PC/11554829,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC163SC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,4530,0.31,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC163SC/11513562,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC163SCX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,15044,0.21,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC163SCX/11551437,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC163SJ,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,12569,0.5,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC163SJ/11550598,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC163SJX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,2400,0.5,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC163SJX/11543771,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC169PC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,5188,0.64,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/pqrdreefbb/FAIRS04014-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC169PC/11513527,154 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC191MTC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,83,3.61,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/xgli06l960/FAIRS01318-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC191MTC/11525486,133 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC191MTCX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,13307,37.69,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/xgli06l960/FAIRS01318-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC191MTCX/11558367,133 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74AC191SJ,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,405,0.97,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/xgli06l960/FAIRS01318-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74AC191SJ/11513374,133 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,,74AC,Synchronous,Positive Edge,2 V ~ 6 V
74ACT11590DW,Texas Instruments,BINARY COUNTER,pmic-gate-drivers,1500,4.41,-,-,Active,https://rocelec.widen.net/view/pdf/fjtbcugspz/TXII-S-A0002212455-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT11590DW/12111228,,,,,,,,,,*,,,
74ACT11593NT,Texas Instruments,BINARY COUNTER,pmic-gate-drivers,1375,0.36,-,-,Active,https://rocelec.widen.net/view/pdf/ohz49ylvzf/TXIIS88927-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT11593NT/12111205,,,,,,,,,,*,,,
74ACT161MTR,STMicroelectronics,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,0,0.21141,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/905/74act161.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74ACT161MTR/1037374,290 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT161PC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,25625,0.59,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT161PC/11535627,125 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT161SC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,4304,0.31,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT161SC/11555166,125 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT161SCX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,14985,0.31,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT161SCX/11537856,125 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT161SJ,onsemi,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,0,0.43511,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2526/74AC161%2C%2074ACT161.pdf,https://www.digikey.com/en/products/detail/onsemi/74ACT161SJ/974455,125 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT161SJX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,3730,0.46,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/saekrtzrjx/FAIRS43919-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT161SJX/11543662,125 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163MTCX,onsemi,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.20131,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2415/74AC163%2C%2074ACT163.pdf,https://www.digikey.com/en/products/detail/onsemi/74ACT163MTCX/976114,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163PC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,18075,0.73,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT163PC/11540150,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163SC,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,15074,0.31,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT163SC/11553333,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163SCX,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,118335,0.3,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT163SCX/11535707,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163SJ,Fairchild Semiconductor,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,940,0.5,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/jv7woavgqo/FAIR-S-A0001036436-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74ACT163SJ/11523152,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163SJX,onsemi,IC BINARY COUNTER 4-BIT 16SOP,pmic-gate-drivers,0,0.23235,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2415/74AC163%2C%2074ACT163.pdf,https://www.digikey.com/en/products/detail/onsemi/74ACT163SJX/978032,140 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74ACT163TTR,STMicroelectronics,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.34303,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1068/74act163.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/74ACT163TTR/1037376,250 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C,,Synchronous,74ACT,Synchronous,Positive Edge,4.5 V ~ 5.5 V
74AHC1G4208GW-Q10H,Nexperia USA Inc.,IC DIVIDER BY 2 8-BIT 5TSSOP,pmic-gate-drivers,2100,0.48,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC1G4208_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC1G4208GW-Q10H/11205883,,Up,Automotive,Divide-by-256,8,1,-40°C ~ 125°C (TA),AEC-Q100,,74AHC,,Negative Edge,2 V ~ 5.5 V
74AHC1G4208GWH,Nexperia USA Inc.,IC DIVIDER BY 256 8-BIT 5TSSOP,pmic-gate-drivers,3100,0.41,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74AHC1G4208.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74AHC1G4208GWH/10416459,,Up,,Divide-by-256,8,1,-40°C ~ 125°C (TA),,,74AHC,,Negative Edge,2 V ~ 5.5 V
