MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
ADM1275-3ARQZ-R7,Analog Devices Inc.,IC HOT SWAP CTRLR GP 20QSOP,linear-audio-amplifiers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1275.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1275-3ARQZ-R7/2506917,General Purpose,,5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, UVLO",,,"Hot Swap Controller, Monitor",2.95V ~ 20V
ADM1276-3ACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 20LFCSP,linear-audio-amplifiers,0,12.25737,"20-WQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1276.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1276-3ACPZ/2677448,General Purpose,,5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, UVLO",,,"Hot Swap Controller, Monitor",2.95V ~ 20V
ADM1276-3ACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 20LFCSP,linear-audio-amplifiers,0,8.21574,"20-WQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1276.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1276-3ACPZ-RL/2700189,General Purpose,,5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, UVLO",,,"Hot Swap Controller, Monitor",2.95V ~ 20V
ADM1278-1AACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1AACPZ/5011601,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-1AACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1AACPZ-RL/6057004,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-1ACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1ACPZ/5011602,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-1ACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1ACPZ-RL/5011509,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-1BCPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,12,19.04,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1BCPZ/5004770,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-1BCPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-1BCPZ-RL/5011510,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-2ACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-2ACPZ/5004771,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-2ACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-2ACPZ-RL/5011511,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-3ACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-3ACPZ/5004772,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1278-3ACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM1278.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1278-3ACPZ-RL/5011512,General Purpose,,5.5 mA,PMBus,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
ADM1281-1AACPZ,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-1AACPZ/24747713,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-1AACPZ-RL,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32LFCSP,linear-audio-amplifiers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-1AACPZ-RL/24747715,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-1ACPZ,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,700,18.52,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-1ACPZ/24577131,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-1ACPZ-RL,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,0,11.28221,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-1ACPZ-RL/24577112,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-2ACPZ,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,259,18.52,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-2ACPZ/24577129,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-2ACPZ-RL,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,0,11.28221,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-2ACPZ-RL/24577153,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-3ACPZ,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,968,18.52,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-3ACPZ/24614753,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM1281-3ACPZ-RL,Analog Devices Inc.,12-BIT ADC HOT SWAP CONTROLLER,linear-audio-amplifiers,0,11.28221,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adm1281.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM1281-3ACPZ-RL/24614715,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,4.5V ~ 20V
ADM4210-1AUJZ-RL7,Analog Devices Inc.,IC HOT SWAP CTRLR GP TSOT6,linear-audio-amplifiers,3230,6.21,"SOT-23-6 Thin, TSOT-23-6",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM4210.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM4210-1AUJZ-RL7/1217588,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Turn On Voltage",,,Hot Swap Controller,2.7V ~ 16.5V
ADM4210-2AUJZ-RL7,Analog Devices Inc.,IC HOT SWAP CTRLR GP TSOT6,linear-audio-amplifiers,8652,6.21,"SOT-23-6 Thin, TSOT-23-6",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM4210.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADM4210-2AUJZ-RL7/1217589,General Purpose,,650 µA,"Latched Fault, UVLO",,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Turn On Voltage",,,Hot Swap Controller,2.7V ~ 16.5V
AP2337SA-7,Diodes Incorporated,IC HOT SWAP CTRLR GP SOT23-3,linear-audio-amplifiers,6163,0.23,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2337.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2337SA-7/2767803,General Purpose,1A,65 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 85°C,,,,Hot Swap Controller,2.7V ~ 5.5V
BD12780MUV-LBE2,Rohm Semiconductor,HOT SWAP CONTROLLER AND DIGITAL,linear-audio-amplifiers,2497,22.79,32-VFQFN Exposed Pad,Surface Mount,Active,https://fscdn.rohm.com/en/products/databook/datasheet/ic/power/power_switch/bd12780muv-lb-e.pdf,https://www.digikey.com/en/products/detail/rohm-semiconductor/BD12780MUV-LBE2/26903885,General Purpose,,5.5 mA,"Auto Retry, Fault Timeout, I2C, Latched Fault, OVP, UVLO",,Yes,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 20V
DS4560LS-AR+,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,1.7697,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560LS-AR/2062883,General Purpose,4A,1.1 mA,"Auto Retry, OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
DS4560LS-LO+,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,1.7697,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560LS-LO/2062890,General Purpose,4A,1.1 mA,"Latched Fault, OVP, Thermal Limit UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
DS4560S-AR+,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,157,4.43,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560S-AR/2045467,General Purpose,4A,1.1 mA,"Auto Retry, OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
DS4560S-AR+T,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,2150,4.43,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560S-AR-T/2045537,General Purpose,4A,1.1 mA,"Auto Retry, OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
DS4560S-LO+,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,2.6642,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560S-LO/2045468,General Purpose,4A,1.1 mA,"Latched Fault, OVP, Thermal Limit UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
DS4560S-LO+T,Analog Devices Inc./Maxim Integrated,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,2.6642,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS4560.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS4560S-LO-T/2045530,General Purpose,4A,1.1 mA,"Latched Fault, OVP, Thermal Limit UVLO",,Yes,1,-40°C ~ 135°C,"Circuit Breaker, Current Limit, Slew Rate",,,Hot Swap Controller,9V ~ 13.2V
ES1010SI,Altera,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://cdrdv2-public.intel.com/632708/es1010si_09617.pdf,https://www.digikey.com/en/products/detail/altera/ES1010SI/4814072,General Purpose,,3 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,Enpirion®,Hot Swap Controller,10.2V ~ 13.8V
HARISL6119LIB-T,Intersil,USB DUAL PORT PWR SUPPLY CNTRLR,linear-audio-amplifiers,2450,1.73,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HARISL6119LIB-T/12135342,,,,,,,,,,,*,,
HDMP-2840,PMC-Sierra,INFINIBAND SWITCH 400-PIN BGA,linear-audio-amplifiers,233,98.44,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HDMP-2840/12618076,,,,,,,,,,,*,,
HIP1011ACB,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,771,5.15,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/wikwqblqxf/INSL-S-A0001384542-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011ACB/11522924,CompactPCI™,"100mA, 500mA",5 mA,"Latched Fault, UVLO",,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011ACB-T,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,2500,2.1,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/wikwqblqxf/INSL-S-A0001384542-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011ACB-T/11516968,CompactPCI™,"100mA, 500mA",5 mA,"Latched Fault, UVLO",,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011BCB,Harris Corporation,PCI HOT PLUG CONTROLLER,linear-audio-amplifiers,1000,3.78,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/al4ng1j8ug/INSL-S-A0001385283-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011BCB/11538837,CompactPCI™,"100mA, 500mA",5 mA,Latched Fault,,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011BCBZA,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,826,6.14,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/al4ng1j8ug/INSL-S-A0001385283-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011BCBZA/11516025,CompactPCI™,"100mA, 500mA",5 mA,Latched Fault,,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011CB,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,2331,4.06,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/sxijmagabl/INSLS14629-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011CB/11521754,CompactPCI™,"100mA, 500mA",5 mA,"Latched Fault, UVLO",,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011CB-TS2568,Intersil,"POWER SUPPLY SUPPORT CIRCUIT, AD",linear-audio-amplifiers,2500,2.1,-,-,Active,https://rocelec.widen.net/view/pdf/g6izc2acnf/CYPRS09162-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011CB-TS2568/12592685,,,,,,,,,,,*,,
HIP1011CBZA,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,147,4.93,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/sxijmagabl/INSLS14629-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011CBZA/11516687,CompactPCI™,"100mA, 500mA",5 mA,"Latched Fault, UVLO",,Both,4,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1011ECAZA,Intersil,"ANALOG CIRCUIT,  PDSO28",linear-audio-amplifiers,51,6.88,"28-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/vnwtwxres5/INSL-S-A0001390047-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1011ECAZA/11549494,CompactPCI™,"100mA, 500mA",5.3 mA,Latched Fault,,Both,8,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Plug Controller,10.8V ~ 13.2V
HIP1012ACB,Intersil,DUAL PWR DISTRIBUTION CONTROLLER,linear-audio-amplifiers,29955,5.76,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/ztm7m36qs9/HRISS01211-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1012ACB/11529350,General Purpose,,8 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,10.5V ~ 13.2V
HIP1012ACB-T,Intersil,"POWER SUPPLY CIRCUIT, ADJ",linear-audio-amplifiers,2311,3.51,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/nukh3uaiqi/INSLS19162-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1012ACB-T/11537178,General Purpose,,8 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,10.5V ~ 13.2V
HIP1012CB,Harris Corporation,DUAL PWR DISTRIBUTION CONTROLLER,linear-audio-amplifiers,259,3.26,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/ztm7m36qs9/HRISS01211-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1012CB/12134246,General Purpose,,8 mA,"Latched Fault, UVLO",,Yes,2,0°C ~ 70°C,"Current Limit, Fault Timeout, UVLO",,,Hot Swap Controller,10.5V ~ 13.2V
HIP1015CB,Intersil,IC SUPERVISOR PWR SUP SUPPORT,linear-audio-amplifiers,1924,1.86,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/0wij6p8r0h/INSL-S-A0001410276-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1015CB/12134237,General Purpose,,3 mA,"Latched Fault, UVLO",,Both,1,0°C ~ 85°C (TA),"Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,10.2V ~ 13.8V
HIP1020CK-T,Harris Corporation,HOT PLUG CONTROLLER,linear-audio-amplifiers,5457,1.59,"SC-74A, SOT-753",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/io5umhbhtz/INSL-S-A0001388980-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HIP1020CK-T/11522898,General Purpose,,1.6 mA,,,No,3,0°C ~ 70°C,,,,Hot Plug Controller,"5V, 12V"
